,BA,BB
15060021,47.43,47.114
15060025,52.258,52.47
15060027,42.652,41.821
15060039,43.862,43.692
15060042,51.43,50.185
15060056,78.483,76.186
15060063,39.753,39.738
15060070,45.641,46.176
15060081,54.977,55.482
15060085,37.785,36.719
15060087,45.641,46.139
15060097,53.969,53.683
15060102,86.726,86.179
15060112,43.533,43.573
15060114,49.189,48.917
15060120,54.165,52.557
15060121,55.324,54.794
15060122,54.245,53.964
15060138,35.881,34.268
15060160,47.711,47.554
15060187,41.978,43.024
15060188,47.042,47.446
15060190,46.998,44.559
15060191,47.413,48.068
15060214,46.057,46.44
15060313,51.855,51.949
15060320,45.805,46.024
15060345,48.869,49.046
15060383,51.935,52.145
15060420,48.576,48.717
15060543,51.165,51.734
15060570,43.826,45.835
15060797,41.049,42.347
15060846,53.324,53.288
15060907,42.334,44.302
15060910,43.613,44.672
15060933,51.609,51.727
15060964,41.137,41.461
15061007,41.722,41.671
15061011,51.701,52.502
15061122,53.052,53.208
15061204,56.558,56.83
15061213,44.443,44.365
15061215,44.348,44.594
15061216,80.031,76.68
15061225,46.317,46.714
15061226,42.212,41.579
15061228,50.126,51.375
15061237,52.235,52.705
15061256,42.871,43.66
15061257,47.2,45.773
15061259,45.483,46.172
15061260,51.999,52.641
15061262,84.666,84.114
15061263,85.99,83.769
15061264,79.586,80.175
15061265,43.956,45.572
15061270,43.548,44.275
15061273,44.048,45.829
15061274,46.279,46.79
15061277,51.262,50.389
15061282,48.836,48.886
15061283,43.816,43.786
15061286,39.798,40.953
15061288,44.285,44.538
15061289,44.039,44.335
15061290,54.782,54.42
15061291,55.43,54.793
15061293,52.491,52.88
15061295,56.25,54.769
15061296,54.361,53.456
15061298,57.027,54.72
15061299,48.316,48.338
15061303,50.576,50.576
15061307,50.342,51.688
15061312,55.825,55.062
15061313,47.443,47.871
15061314,47.009,45.031
15061317,84.479,84.102
15061318,39.947,38.825
15061319,52.692,52.854
15061320,40.72,40.201
15061323,47.969,47.835
15061324,46.113,43.663
15061329,45.793,46.268
15061334,46.345,45.8
15061335,44.732,45.155
15061337,43.369,43.699
15061338,45.524,46.266
15061340,46.295,46.325
15061344,49.641,49.556
15061345,48.133,48.532
15061346,48.377,48.5
15061347,40.956,41.692
15061348,43.612,43.702
15061349,51.405,49.222
15061350,55.548,54.848
15061352,44.248,44.603
15061353,43.435,43.56
15061355,43.074,43.372
15061356,53.549,53.409
15061357,45.857,46.111
15061358,51.979,51.348
15061360,43.468,43.574
15061364,43.677,43.588
15061365,44.335,44.536
15061367,44.512,44.589
15061369,55.559,55.114
15061376,48.488,48.664
15061378,44.65,45.112
15061380,40.57,41.45
15061382,48.238,48.839
15061383,43.685,43.572
15061384,45.879,46.116
15061388,56.278,54.651
15061390,44.864,44.765
15061391,44.564,44.665
15061392,53.47,52.142
15061394,84.192,83.893
15061396,83.834,83.515
15061404,44.368,44.603
15061406,43.414,43.537
15061410,42.764,44.024
15061411,35.883,36.472
15061414,44.689,44.679
15061415,44.725,44.474
15061417,44.759,44.697
15061418,44.729,44.709
15061419,45.726,46.117
15061420,40.72,40.201
15061421,54.913,54.622
15061422,54.489,54.893
15061424,50.166,49.912
15061425,48.638,48.632
15061428,48.696,48.535
15061430,48.619,48.548
15061435,46.81,46.342
15061436,44.318,44.259
15061437,35.42,35.362
15061439,35.658,35.579
15061441,44.114,44.318
15061442,36.61,37.06
15061444,38.646,37.466
15061445,43.78,44.026
15061447,55.65,55.906
15061449,50.279,49.947
15061454,50.16,49.98
15061458,48.583,48.574
15061459,44.593,44.743
15061461,48.982,48.784
15061463,56.413,56.652
15061469,49.941,49.365
15061470,53.688,53.678
15061471,53.872,53.874
15061475,53.765,53.209
15061476,54.429,58.091
15061478,45.875,46.197
15061479,53.993,53.835
