X4.98,X3.89,X4.55,X5.31,X4.01,X0.56,X6.72,X2.58,X1.78,X0.92,X0.86,X10.22
4.98,3.89,4.55,5.31,4.01,0.56,6.72,2.58,1.78,0.92,0.86,10.22
