,PREDICTED,ACTUAL
15060025,44.87,48
15060039,43.828,38
15060056,44.817,48
15060063,45.031,50
15060070,44.427,44
15060072,44.828,50
15060081,44.188,38
15060082,44.12,38
15060085,45.15,45
15060087,44.411,38
15060090,43.728,48
15060097,44.561,45
15060101,43.854,38
15060102,45.173,44
15060114,43.527,44
15060120,44.799,50
15060122,43.688,38
15060138,44.103,38
15060160,43.89,45
15060188,44.288,45
15060190,45.423,50
15060191,44.145,45
15060215,43.53,44
15060313,42.129,38
15060320,45.006,48
15060345,45.739,50
15060383,42.128,38
15060420,45.741,45
15060536,43.987,44
15060543,45.025,44
15060797,44.562,44
15060846,43.732,44
15060907,43.957,44
15060909,44.796,44
15060910,43,38
15060933,45.025,48
15060964,43.751,38
15061007,43.767,44
15061122,43.715,38
15061204,43.379,38
15061213,43.833,38
15061215,43.845,44
15061225,43.581,48
15061226,43.787,38
15061228,44.208,45
15061237,45.037,48
15061256,44.597,44
15061257,44.953,48
15061258,44.565,44
15061259,44.422,38
15061260,44.873,45
15061261,44.875,48
15061262,43.867,45
15061263,44.074,45
15061264,43.891,44
15061265,45.031,48
15061270,45.074,44
15061273,45.037,44
15061274,43.296,38
15061277,44.175,45
15061279,43.71,44
15061283,44.541,48
15061286,44.382,44
15061288,43.86,44
15061289,43.845,48
15061290,44.384,45
15061291,44.696,44
15061293,45.04,48
15061295,45.18,50
15061297,44.594,44
15061298,44.955,48
15061301,44.941,44
15061302,44.877,48
15061303,44.808,48
15061305,44.951,48
15061308,44.89,44
15061312,44.7,48
15061313,44.142,39
15061314,44.576,48
15061317,43.857,48
15061318,44.652,44
15061319,44.868,45
15061320,44.25,45
15061323,43.53,44
15061324,44.13,44
15061327,44.863,44
15061330,43.837,43
15061331,44.801,44
15061333,44.7,44
15061334,44.965,48
15061335,44.928,48
15061336,44.677,44
15061340,44.43,44
15061342,44.532,48
15061346,45.745,44
15061347,44.539,44
15061348,44.541,45
15061349,44.856,45
15061350,44.695,45
15061352,44.894,48
15061353,44.534,44
15061355,44.524,44
15061356,43.719,44
15061357,44.718,44
15061360,44.527,44
