,PREDICTED,ACTUAL
15060021,6.56,7
15060025,6.157,7
15060027,6.545,7
15060039,5.526,7
15060042,6.091,5
15060056,6.873,7
15060063,11.044,7
15060070,5.873,7
15060081,6.12,5
15060085,6.171,5
15060087,5.872,5
15060097,5.38,4
15060102,5.94,7
15060112,5.775,7
15060114,6.246,5
15060120,6.87,7
15060121,6.841,7
15060122,5.429,7
15060138,6.837,7
15060160,5.529,5
15060187,6.994,7
15060188,5.935,7
15060190,6.236,7
15060191,6.342,7
15060214,5.831,7
15060313,5.858,4
15060320,6.293,4
15060345,6.222,7
15060383,5.856,7
15060420,6.254,7
15060543,6.778,7
15060570,6.844,7
15060797,6.754,7
15060846,5.413,4
15060907,6.501,7
15060910,5.984,7
15060933,6.811,7
15060964,6.622,7
15061007,6.644,7
15061011,6.187,7
15061122,5.424,7
15061204,6.111,4
15061213,5.546,4
15061215,5.545,4
15061216,6.72,7
15061225,6.28,7
15061226,6.588,4
15061228,5.904,7
15061237,6.839,7
15061256,6.429,7
15061257,6.505,7
15061259,5.886,4
15061260,6.143,4
15061262,5.908,4
15061263,5.705,7
15061264,5.814,4
15061265,9.227,7
15061270,6.624,4
15061273,9.25,54
15061274,6.567,7
15061277,6.265,7
15061282,6.229,7
15061283,5.747,5
15061286,10.508,53
15061288,5.546,4
15061289,5.524,4
15061290,6.025,7
15061291,6.153,4
15061293,6.124,4
15061295,6.521,7
15061296,6.684,7
15061298,7.049,4
15061299,6.239,7
15061303,5.494,4
15061307,5.904,4
15061312,6.16,4
15061313,6.344,7
15061314,7.315,7
15061317,5.928,4
15061318,6.448,4
15061319,6.125,5
15061320,5.788,4
15061323,6.272,7
15061324,6.087,7
15061329,6.107,4
15061334,7.054,7
15061335,7.23,7
15061337,5.781,7
15061338,5.922,7
15061340,5.884,7
15061344,5.817,7
15061345,6.246,4
15061346,6.237,4
15061347,6.406,7
15061348,5.778,7
15061349,6.965,7
15061350,6.154,4
15061352,10.814,58
15061353,5.769,7
15061355,5.765,4
15061356,5.409,7
15061357,6.051,4
15061358,6.145,7
15061360,5.757,4
15061364,5.765,5
15061365,5.533,7
15061367,5.523,4
15061369,6.84,7
15061376,6.238,7
15061378,7.229,7
15061380,6.382,7
15061382,6.262,7
15061383,5.767,7
15061384,5.871,7
15061388,6.433,4
15061390,10.703,4
15061391,10.775,34
15061392,6.921,7
15061394,5.936,7
15061396,5.932,4
15061404,10.749,41
15061406,5.775,7
15061410,5.754,7
15061411,5.736,4
15061414,10.747,4
15061415,6.723,7
15061417,10.724,5
15061418,10.686,4
15061419,5.879,4
15061420,5.788,7
15061421,6.15,7
15061422,5.72,4
15061424,6.234,7
15061425,6.243,7
15061428,6.216,4
15061430,6.232,4
15061435,6.574,4
15061436,5.179,4
15061437,6.295,7
15061439,6.264,4
15061441,6.227,7
15061442,5.737,4
15061444,5.967,4
15061445,6.231,4
15061447,5.66,4
15061449,5.66,7
15061454,5.639,4
15061458,6.234,7
15061459,10.753,7
15061461,6.229,7
15061463,5.762,4
15061469,5.804,4
15061470,5.384,4
15061471,5.431,7
15061475,6.134,7
15061476,6.675,4
15061478,5.898,4
15061479,5.76,4
15061480,6.245,7
15061481,6.345,5
15061484,6.621,7
15061485,5.213,4
15061486,6.726,7
15061489,10.763,4
15061490,10.733,4
15061491,10.739,7
15061492,10.708,4
15061493,6.366,7
15061494,6.352,4
15061495,6.414,7
15061496,6.392,7
15061499,6.346,7
15061500,5.171,4
15061501,6.937,7
15061503,5.725,7
15061504,6.233,7
15061505,10.493,7
15061507,5.742,4
15061508,5.729,4
15061509,5.941,4
15061511,5.921,4
15061515,5.934,7
15061516,6.919,5
15061517,5.786,7
15061518,5.601,4
15061521,6.074,7
15061522,6.163,4
15061524,6.333,4
15061525,5.742,7
15061526,6.229,7
15061528,6.325,7
15061529,5.93,7
15061530,5.736,4
15061533,5.738,7
15061534,6.557,7
15061535,6.268,7
15061536,5.71,7
15061540,6.399,7
15061542,6.368,7
15061543,5.489,4
15061544,5.842,4
15061546,5.782,7
15061548,6.903,7
15061549,6.523,4
15061550,6.23,7
15061553,6.361,7
15061555,6.078,7
15061556,5.143,4
15061560,6.401,7
15061561,7.635,4
15061564,5.772,4
15061565,5.863,7
15061566,5.877,4
15061568,6.318,4
15061571,6.808,7
15061575,6.618,7
15061576,5.398,4
15061577,6.096,4
15061578,6.083,4
15061579,6.265,4
15061580,5.751,4
15061583,6.242,7
15061584,5.752,4
15061585,5.395,4
15061586,5.393,5
15061588,5.179,4
15061600,5.91,7
15061602,6.38,7
15061603,5.87,7
15061604,6.023,7
15061605,5.926,7
15061608,5.398,4
15061609,5.888,7
15061610,5.78,4
15061612,7.012,7
15061613,6.237,7
15061619,10.738,7
15061621,6.914,4
15061622,6.59,7
15061623,6.157,7
15061624,5.895,4
15061628,5.937,7
15061631,6.565,4
15061632,6.278,7
15061637,6.152,7
15061638,6.154,7
15061639,6.249,7
15061640,6.817,7
15061642,6.11,4
15061645,6.728,7
15061646,5.934,7
15061647,6.148,4
15061648,7.333,7
15061649,6.049,7
15061650,5.837,4
15061651,5.733,4
15061653,6.235,7
15061654,6.257,4
15061655,5.631,4
15061658,6.268,7
15061659,5.411,7
15061661,6.24,7
15061662,5.653,4
15061665,5.741,4
15061668,5.763,7
15061670,6.233,4
15061671,7.331,7
15061673,6.43,7
15061677,10.658,7
15061678,10.775,7
15061679,6.573,7
15061680,6.23,5
15061682,6.119,4
15061683,5.704,7
15061684,6.279,7
15061686,5.775,4
15061687,6.203,7
15061688,5.754,7
15061689,10.74,7
15061704,6.139,4
15061706,6.24,7
15061709,6.287,5
15061712,5.652,4
15061713,6.135,4
15061714,6.72,7
15061717,6.254,4
15061718,5.656,7
15061720,6.701,7
15061723,6.92,7
15061724,6.551,7
15061725,6.72,7
15061726,5.967,4
15061729,6.202,7
15061730,6.194,7
15061733,10.704,7
15061734,10.7,7
15061735,6.709,4
15061736,6.175,4
15061737,6.223,7
15061738,10.7,4
15061740,6.609,4
15061742,6.333,7
15061744,6.255,7
15061747,5.932,7
15061751,5.409,4
15061752,6.597,7
15061753,10.664,7
15061754,5.838,4
15061755,6.873,7
15061756,6.861,7
15061757,6.576,7
15061758,6.375,7
15061759,6.271,7
15061760,6.202,7
15061762,6.377,7
15061765,5.952,4
15061766,6.331,7
15061767,6.832,4
15061769,7.072,7
15061771,10.614,4
15061772,6.812,7
15061773,6.484,7
15061777,6.623,7
15061778,10.692,7
15061784,10.735,7
15061785,6.829,7
15061788,6.342,4
15061790,6.533,4
15061795,6.561,7
15061797,10.715,58
15061798,5.713,7
15061800,6.38,4
15061801,5.282,4
15061808,5.301,4
15061811,6.193,4
15061813,5.163,4
15061815,6.254,7
15061826,5.67,4
15061905,5.551,7
15061906,7.146,7
15061908,6.59,5
15061909,6.178,5
15061910,6.225,7
15061911,5.512,7
15061912,6.881,7
15061915,5.497,7
15061917,6.24,7
15061918,5.409,4
15061926,6.221,4
15061927,6.265,4
15061928,7.487,7
15061929,6.977,7
15061930,5.439,7
15061933,5.785,4
15061934,6.211,4
15061935,5.481,4
15061937,9.205,4
15061939,10.777,33
15061941,6.315,4
15061942,6.712,4
15061944,7.198,7
15061945,6.244,7
15061946,6.392,7
15061948,5.77,7
15061949,6.724,4
15061951,6.225,4
15061952,6.199,4
15061953,5.872,4
15061958,7.4,4
15061960,7.224,4
15061961,5.873,7
15061962,5.49,4
15061963,10.703,7
15061965,6.019,4
15061966,6.287,7
15061967,6.696,7
15061968,6.558,7
15062036,6.127,5
15062038,6.22,5
15062039,5.496,7
15062046,6.887,7
15062050,6.115,7
15062051,6.249,7
15062067,5.269,4
15062069,6.348,7
15062071,5.932,7
15062080,7.506,7
15062092,5.748,4
15062094,5.875,7
15062097,6.153,7
15062099,5.803,4
15062100,5.919,4
15062101,6.612,7
15062102,6.161,4
15062103,9.064,4
15062105,5.876,4
15062106,10.78,41
15062107,5.724,4
15062108,10.698,4
15062109,6.249,4
15062111,6.569,7
15062112,5.896,4
15062114,6.226,7
15062117,6.242,7
15062118,6.231,4
15062122,6.772,7
15062124,5.925,7
15062126,5.951,7
15062130,6.749,7
15062136,11.241,53
15062137,10.737,4
15062138,5.975,4
15062139,6.712,7
15062142,5.752,4
15062145,7.071,7
15062146,6.576,7
15062149,6.692,7
15062150,6.523,4
15062151,5.445,4
15062152,10.694,4
15062153,10.685,4
15062331,5.463,5
15062332,5.416,5
15062333,6.531,4
15062334,5.391,4
15062335,10.5,7
15062337,6.229,7
15062338,6.236,7
15062346,6.385,7
15062347,6.843,4
15062348,6.259,4
15062349,6.078,7
15062350,6.674,7
15062351,6.406,7
15062353,6.283,4
15062354,6.232,4
15062356,6.573,7
15062357,5.884,4
15062358,10.713,4
15062360,5.276,4
15062361,6.565,7
15062363,5.554,7
15062366,5.668,4
15062367,6.264,4
15062368,6.229,7
15062369,6.718,7
15062370,6.073,4
