,PREDICTED,ACTUAL
15060021,33.835,29
15060025,53.045,76
15060027,45.049,35
15060039,44.191,34
15060042,47.028,50
15060056,52.007,76
15060063,38.374,35
15060070,34.649,29
15060081,59.537,80
15060085,35.939,30
15060087,34.339,30
15060097,76.728,75
15060102,35.637,30
15060112,33.53,30
15060114,46.066,43
15060120,60.799,80
15060121,35.687,28
15060122,52.971,43
15060138,43.133,43
15060160,54.496,43
15060187,50.326,30
15060188,43.082,66
15060190,40.55,34
15060191,69.201,80
15060214,66.98,76
15060313,61.406,77
15060320,64.742,80
15060345,46.268,80
15060383,61.657,75
15060420,46.656,42
15060543,44.095,38
15060570,65.185,76
15060797,36.438,27
15060846,52.908,38
15060907,55.442,51
15060910,46.617,43
15060933,44.579,43
15060964,40.318,28
15061007,39.703,43
15061011,52.763,80
15061122,53.268,43
15061204,37.56,30
15061213,44.063,35
15061215,43.911,34
15061216,40.872,30
15061225,45.634,43
15061226,63.822,80
15061228,39.692,30
15061237,43.783,43
15061256,39.766,30
15061257,53.013,43
15061259,34.349,29
15061260,52.736,30
15061262,44.254,35
15061263,40.36,28
15061264,49.365,75
15061265,43.799,30
15061270,42.076,43
15061273,44.015,43
15061274,46.729,41
15061277,72.543,80
15061282,46.324,50
15061283,33.488,34
15061286,44.203,35
15061288,44.15,40
15061289,44.605,38
15061290,67.606,80
15061291,45.918,42
15061293,38.171,65
15061295,39.196,35
15061296,37.99,29
15061298,46.08,54
15061299,45.342,43
15061303,62.789,80
15061307,40.244,30
15061312,46.072,43
15061313,69.416,75
15061314,37.319,43
15061317,44.418,43
15061318,33.408,30
15061319,53.366,44
15061320,70.886,80
15061323,46.936,74
15061324,46.452,38
15061329,31.703,28
15061334,40.317,38
15061335,54.81,75
15061337,33.714,30
15061338,34.244,29
15061340,34.38,43
15061344,39.034,42
15061345,46.377,42
15061346,46.139,38
15061347,35.126,42
15061348,33.577,30
15061349,60.315,81
15061350,45.542,42
15061352,40.268,76
15061353,33.388,35
15061355,33.249,27
15061356,53.821,60
15061357,31.766,29
15061358,53.265,80
15061360,32.978,29
15061364,33.547,30
15061365,44.032,38
15061367,43.857,35
15061369,35.583,47
15061376,46.363,38
15061378,54.492,76
15061380,34.73,42
15061382,46.116,50
15061383,33.542,35
15061384,34.155,30
15061388,36.618,35
15061390,40.434,30
15061391,39.732,28
15061392,44.935,45
15061394,44.458,50
15061396,44.442,29
15061404,40.412,30
15061406,32.928,34
15061410,63.191,42
15061411,43.413,50
15061414,39.854,76
15061415,46.952,42
15061417,40.205,29
15061418,40.046,76
15061419,34.143,29
15061420,70.886,76
15061421,51.899,34
15061422,36.557,30
15061424,49.126,30
15061425,46.255,38
15061428,46.377,38
15061430,46.438,42
15061435,43.182,41
15061436,66.382,76
15061437,56.03,80
15061439,56.397,76
15061441,58.407,80
15061442,43.494,47
15061444,37.077,27
15061445,58.45,80
15061447,37.621,34
15061449,34.354,51
15061454,34.091,27
15061458,46.12,48
15061459,39.836,29
15061461,46.228,80
15061463,41.197,28
15061469,39.883,42
15061470,53.536,50
15061471,53.099,42
15061475,52.667,35
15061476,36.659,27
15061478,33.953,29
15061479,37.696,34
15061480,58.27,45
15061481,69.313,76
15061484,42.248,40
15061485,65.939,80
15061486,40.855,29
15061489,39.739,30
15061490,40.026,30
15061491,39.801,30
15061492,39.896,30
15061493,35.207,30
15061494,33.131,29
15061495,34.677,30
15061496,34.766,39
15061499,69.395,80
15061500,66.242,80
15061501,46.825,69
15061503,35.805,50
15061504,46.068,50
15061505,44.178,43
15061507,43.372,38
15061508,43.461,80
15061509,35.463,30
15061511,35.758,29
15061515,44.284,35
15061516,46.911,38
15061517,33.567,30
15061518,36.826,30
15061521,45.911,35
15061522,52.558,76
15061524,32.37,30
15061525,42.884,42
15061526,45.437,27
15061528,35.764,38
15061529,35.577,30
15061530,43.233,30
15061533,41.907,28
15061534,33.107,28
15061535,34.248,34
15061536,42.343,29
15061540,68.128,80
15061542,67.907,27
15061543,44.024,38
15061544,33.798,27
15061546,34.066,29
15061548,50.654,30
15061549,40.53,30
15061550,47.466,27
15061553,47.383,41
15061555,50.806,48
15061556,65.233,80
15061560,49.479,40
15061561,57.695,80
15061564,39.113,57
15061565,60.926,40
15061566,34.214,29
15061568,54.234,80
15061571,47.4,41
15061575,42.484,39
15061576,53.438,82
15061577,31.286,30
15061578,31.869,30
15061579,57.308,30
15061580,33.987,27
15061583,46.637,50
15061584,54.364,48
15061585,52.988,28
15061586,53.47,80
15061588,66.091,35
15061600,38.009,35
15061602,46.223,40
15061603,34.218,29
15061604,46.826,34
15061605,71.13,80
15061608,53.781,84
15061609,34.406,27
15061610,33.229,28
15061612,55.479,80
15061613,46.227,43
15061619,39.573,28
15061621,47.103,38
15061622,56.415,76
15061623,53.302,42
15061624,33.353,43
15061628,35.845,79
15061631,33.492,28
15061632,46.136,35
15061637,53.223,75
15061638,52.945,75
15061639,42.278,30
15061640,36.389,29
15061642,52.894,45
15061645,34.798,29
15061646,44.093,50
15061647,53.031,76
15061648,37.375,28
