,BA,BB
15061963,39.675,39.439
15061965,49.214,50.601
15061966,37.62,41.298
15061967,35.474,36.689
15061968,42.263,41.36
15062036,47.621,49.121
15062038,46.614,46.652
15062039,43.854,44.106
15062046,71.933,68.439
15062050,68.051,64.749
15062051,46.188,45.865
15062067,67.869,66.908
15062069,31.485,32.628
15062071,44.032,44.343
15062080,63.093,62.341
15062092,33.033,33.192
15062094,33.142,34.28
15062097,53.768,53.072
15062099,38.752,38.574
15062100,69.818,70.444
15062101,41.56,42.449
15062102,65.384,61.583
15062103,57.708,56.545
15062105,33.195,33.982
15062106,39.186,39.483
15062107,44.257,44.471
15062108,39.773,39.986
15062109,46.575,46.627
15062111,39.252,39.772
15062112,33.692,34.232
15062114,60.073,58.668
15062117,46.779,46.573
15062118,46.427,46.552
15062122,36.522,38.11
15062124,35.114,35.118
15062126,33.827,33.157
15062130,46.72,46.39
15062136,35.402,35.019
15062137,39.079,38.917
15062138,36.39,34.335
15062139,47.131,46.329
15062142,65.368,66.831
15062145,32,34.586
15062146,32.601,35.061
15062149,47.052,46.439
15062150,40.48,40.012
15062151,36.968,34.517
15062152,39.351,40.04
15062153,39.36,39.801
15062331,52.984,52.104
15062332,52.706,53.375
15062333,43.34,41.619
15062334,54.217,54.276
15062335,43.184,43.492
15062337,46.188,46.9
15062338,46.434,46.536
15062346,68.041,66.526
15062347,34.028,34.57
15062348,46.753,46.585
15062349,31.108,31.466
15062350,34.32,35.922
15062351,34.369,35.232
15062353,68.527,66.344
15062354,46.955,46.803
15062356,32.512,34.735
15062357,33.414,34.163
15062358,40.146,40.009
15062360,67.171,66.75
15062361,38.886,39.642
15062363,43.315,43.781
15062366,36.332,37.845
15062367,60.134,58.727
15062368,46.448,46.544
15062369,46.552,46.023
15062370,31.229,31.542
