X3.85,X3.27,X3.71,X3.95,X227.23,X0.43,X228.24,X226.84,X0.47,X0.65,X0.45,X3.14
3.85,3.27,3.71,3.95,227.23,0.43,228.24,226.84,0.47,0.65,0.45,3.14
