,PREDICTED,ACTUAL
15060025,53.236,54
15060039,54.09,54
15060056,51.408,54
15060063,33.313,28
15060070,30.095,28
15060072,54.007,54
15060081,52.958,54
15060082,40.408,54
15060085,53.488,54
15060087,30.037,28
15060090,52.892,54
15060097,54.908,54
15060101,52.82,54
15060102,51.327,54
15060114,53.062,54
15060120,31.327,28
15060122,52.981,54
15060138,35.823,28
15060160,53.729,54
15060188,42.422,54
15060190,51.392,54
15060191,54.028,54
15060215,52.966,54
15060313,49.901,54
15060320,52.543,54
15060345,53.741,54
15060383,49.831,54
15060420,53.521,54
15060536,43.782,54
15060543,52.413,54
15060797,51.175,54
15060846,52.906,54
15060907,41.112,28
15060909,54.005,54
15060910,33.679,28
15060933,52.476,54
15060964,52.454,54
15061007,52.441,54
15061122,52.943,54
15061204,52.644,54
15061213,54.26,54
15061215,54.33,54
15061225,53.466,54
15061226,51.816,54
15061228,35.922,28
15061237,52.315,54
15061256,52.628,54
15061257,36.73,28
15061258,29.074,28
15061259,30.175,28
15061260,53.204,54
15061261,53.396,54
15061262,53.121,54
15061263,53.288,54
15061264,53.389,54
15061265,52.64,54
15061270,39.68,54
15061273,52.777,54
15061274,52.299,54
15061277,54.621,54
15061279,44.713,54
15061283,47.624,54
15061286,51.358,54
15061288,54.061,54
15061289,53.976,54
15061290,53.862,54
15061291,51.549,54
15061293,34.688,28
15061295,35.221,36
15061297,52.539,54
15061298,51.189,54
15061301,50.996,54
15061302,51.56,54
15061303,53.977,54
15061305,48.552,54
15061308,31.386,28
15061312,51.954,54
15061313,54.103,54
15061314,50.939,54
15061317,52.919,54
15061318,48.509,54
15061319,53.463,54
15061320,54.111,54
15061323,53.452,54
15061324,53.755,54
15061327,53.018,54
15061330,52.389,54
15061331,51.694,54
15061333,49.8,54
15061334,49.419,54
15061335,52.064,54
15061336,49.111,54
15061340,29.982,28
15061342,47.914,54
15061346,53.555,54
15061347,33.289,54
15061348,47.63,54
15061349,52.317,54
15061350,51.948,54
15061352,31.67,54
15061353,47.828,54
15061355,47.756,28
15061356,52.886,54
15061357,44.17,28
15061360,47.748,54
15061365,54.355,54
15061367,54.426,54
15061368,53.36,54
15061369,53.452,54
15061370,53.618,54
15061376,53.592,54
15061377,53.503,54
15061378,52.214,54
15061380,32.851,28
15061382,53.489,54
15061384,30.18,28
15061385,30.117,28
15061386,53.32,54
15061388,49.084,54
15061389,31.51,28
15061390,31.642,28
15061391,31.354,28
15061392,51.841,54
15061404,31.454,28
15061405,53.362,54
15061406,47.735,54
15061410,53.941,54
15061411,48.874,54
15061414,31.337,28
15061415,41.137,54
15061417,31.264,28
15061418,31.12,28
15061419,30.176,28
15061420,54.111,54
15061421,52.536,54
15061422,54.736,54
15061424,29.307,28
15061425,53.653,54
15061428,53.576,54
15061430,53.694,54
15061434,41.178,28
15061436,52.706,54
15061437,52.677,54
15061438,31.516,28
15061439,52.48,54
15061441,29.2,28
15061442,48.974,54
15061443,52.58,54
15061444,48.918,54
15061445,29.247,28
15061447,51.992,54
15061449,47.539,54
15061454,48.162,54
15061458,53.817,54
15061459,31.472,28
15061461,53.712,54
15061463,53.413,54
15061469,52.686,54
15061470,52.94,54
15061471,52.823,49
15061475,53.237,54
15061476,34.792,28
15061478,30.379,28
15061479,54.066,54
15061480,29.235,28
15061481,54.06,54
15061484,39.626,45
15061485,52.456,54
15061486,32.167,28
15061489,31.468,28
15061490,31.358,28
15061491,31.364,28
15061492,31.236,28
15061494,35.925,28
15061495,32.687,28
15061498,31.041,28
15061499,54.097,54
15061501,41.439,28
15061503,53.807,54
15061504,52.954,45
15061505,51.497,49
15061508,48.644,28
15061509,51.412,54
15061511,51.442,54
15061514,53.357,54
15061515,52.759,45
15061517,47.672,42
15061518,54.042,54
15061520,42.398,54
15061522,40.043,28
15061523,29.834,28
15061524,35.951,28
15061525,48.975,54
15061526,30.015,28
15061528,31.871,28
15061530,49.044,54
15061533,47.88,54
15061536,45.359,28
15061537,52.991,54
15061538,30.126,28
15061539,30.549,54
15061540,53.986,54
15061543,53.816,54
15061544,29.839,28
15061546,29.527,28
15061548,50.12,54
15061549,44.443,49
15061551,52.848,54
15061553,53.364,54
15061555,50.752,42
15061556,52.909,54
15061557,53.26,54
15061560,54.486,54
15061561,48.012,54
15061564,54.241,54
15061565,49.298,42
15061568,51.162,54
15061571,51.955,54
15061576,52.77,49
15061579,29.416,28
15061580,47.384,42
15061583,53.286,54
15061584,52.637,54
15061585,52.634,49
15061588,52.254,42
15061600,51.101,54
15061601,47.448,28
