X120.9,X113.93,X119.57,X124.85,X29.71,X3.38,X43.73,X19.06,X10.72,X7.85,X5.11,X71.2
120.9,113.93,119.57,124.85,29.71,3.38,43.73,19.06,10.72,7.85,5.11,71.2
