X7,X5.49,X6.49,X7.72,X4.85,X0.64,X7.28,X3.3,X1.56,X1.32,X0.57,X4.99
7,5.49,6.49,7.72,4.85,0.64,7.28,3.3,1.56,1.32,0.57,4.99
