,BA,BB
15060021,117.359,116.984
15060025,116.939,117.011
15060027,116.564,117.267
15060039,118.804,117.731
15060042,118.454,117.662
15060056,117.725,117.732
15060063,118.416,118.091
15060070,115.611,116.582
15060081,117.16,117.092
15060085,117.742,117.645
15060087,115.636,116.581
15060097,118.539,118.041
15060102,116.02,117.017
15060112,117.37,117.458
15060114,117.369,117.463
15060120,117.644,117.359
15060121,116.522,116.785
15060122,117.262,117.235
15060138,117.195,117.019
15060160,117.893,117.315
15060187,117.748,116.856
15060188,116.238,116.754
15060190,116.478,117.157
15060191,115.375,116.581
15060214,117.33,117.548
15060313,118.992,118.283
15060320,116.712,117.11
15060345,116.094,116.662
15060383,118.987,118.296
15060420,116.056,116.658
15060543,116.761,117.008
15060570,117.663,117.227
15060797,117.623,118.023
15060846,117.163,117.189
15060907,117.647,117.631
15060910,117.613,117.536
15060933,116.81,117.01
15060964,118.7,117.256
15061007,118.663,117.256
15061011,116.948,117.026
15061122,117.219,117.22
15061204,117.837,117.345
15061213,118.961,117.781
15061215,118.908,117.766
15061216,117.965,117.786
15061225,117.301,117.482
15061226,117.14,117.277
15061228,117.986,117.341
15061237,116.743,117.014
15061256,117.191,117.655
15061257,116.882,117.306
15061259,115.62,116.58
15061260,116.941,117.01
15061262,118.146,117.826
15061263,118.392,118.101
15061264,118.03,117.861
15061265,116.888,117.387
15061270,116.802,117.504
15061273,116.894,117.38
15061274,117.248,117.301
15061277,118.975,118.099
15061282,117.383,117.494
15061283,117.348,117.453
15061286,118.805,117.756
15061288,118.927,117.783
15061289,118.838,117.731
15061290,117.45,117.001
15061291,117.26,117.194
15061293,117.427,117.602
15061295,117.149,117.076
15061296,116.873,117.102
15061298,117.945,117.409
15061299,117.361,117.485
15061303,117.019,117.11
15061307,117.952,117.324
15061312,117.274,117.19
15061313,115.363,116.581
15061314,117.288,117.169
15061317,118.117,117.821
15061318,118.034,117.741
15061319,116.904,117.015
15061320,117.091,116.823
15061323,117.352,117.471
15061324,117.882,117.659
15061329,117.689,117.537
15061334,116.857,117.328
15061335,117.198,117.273
15061337,117.4,117.458
15061338,115.602,116.555
15061340,115.639,116.577
15061344,117.263,117.325
15061345,116.07,116.659
15061346,116.061,116.654
15061347,117.107,117.418
15061348,117.341,117.454
15061349,117.287,117.456
15061350,117.242,117.198
15061352,117.403,117.291
15061353,117.376,117.457
15061355,117.4,117.463
15061356,117.194,117.219
15061357,117.677,117.543
15061358,116.921,117.015
15061360,117.371,117.463
15061364,117.333,117.456
15061365,118.875,117.745
15061367,118.896,117.778
15061369,116.56,116.793
15061376,116.068,116.659
15061378,117.203,117.272
15061380,117.179,117.427
15061382,117.357,117.469
15061383,117.356,117.457
15061384,115.636,116.58
15061388,117.692,117.648
15061390,117.349,117.262
15061391,117.409,117.293
15061392,118.27,117.62
15061394,118.115,117.818
15061396,118.116,117.821
15061404,117.332,117.255
15061406,117.38,117.465
15061410,115.515,116.712
15061411,116.645,116.788
15061414,117.351,117.259
15061415,119.657,118.462
15061417,117.365,117.258
15061418,117.371,117.264
15061419,115.649,116.581
15061420,117.091,116.823
15061421,116.983,117.012
15061422,119.67,118.396
15061424,117.67,117.682
15061425,116.102,116.662
15061428,116.103,116.666
15061430,116.103,116.659
15061435,116.817,117.103
15061436,116.959,117.552
15061437,116.165,117.031
15061439,116.123,117.015
15061441,116.297,116.689
15061442,116.624,116.787
15061444,116.793,117.367
15061445,116.283,116.69
15061447,119.318,118.444
15061449,117.739,117.597
15061454,117.704,117.589
15061458,116.068,116.654
15061459,117.384,117.261
15061461,116.101,116.659
15061463,118.982,118.045
15061469,117.198,117.32
15061470,117.218,117.226
15061471,117.237,117.226
15061475,116.99,117.019
15061476,117.783,117.43
15061478,115.654,116.58
15061479,119.63,118.429
15061480,116.296,116.687
15061481,115.363,116.58
15061484,116.78,117.504
15061485,116.963,117.546
15061486,117.359,117.293
15061489,117.36,117.259
15061490,117.398,117.261
15061491,117.384,117.26
15061492,117.395,117.262
15061493,117.076,117.227
15061494,118.036,117.699
15061495,117.093,117.421
15061496,117.129,117.427
15061499,115.366,116.581
15061500,116.988,117.568
15061501,116.619,117.439
15061503,119.701,118.416
15061504,117.325,117.476
15061505,118.858,117.756
15061507,116.649,116.801
15061508,116.664,116.785
15061509,116.089,117.05
15061511,116.054,117.031
15061515,118.13,117.821
15061516,116.609,117.438
15061517,117.36,117.454
15061518,119.626,118.425
15061521,118.669,117.814
15061522,117.976,117.653
15061524,118.011,117.698
15061525,116.648,116.785
15061526,117.822,117.704
15061528,117.202,117.48
15061529,116.073,117.018
15061530,116.667,116.782
15061533,116.698,116.79
15061534,117.375,116.986
15061535,117.25,117.402
15061536,116.7,116.826
15061540,115.443,116.581
15061542,115.453,116.58
15061543,118.949,117.737
15061544,115.776,116.688
15061546,115.637,116.661
15061548,117.521,116.97
15061549,118.441,117.458
15061550,117.657,117.679
15061553,118.89,117.89
15061555,117.045,117.146
15061556,117.052,117.575
15061560,118.646,117.754
15061561,117.934,117.096
15061564,119.892,118.436
15061565,119.062,118.289
15061566,115.637,116.583
15061568,116.9,117.115
15061571,115.111,116.472
15061575,116.763,117.5
15061576,117.274,117.236
15061577,117.693,117.536
15061578,117.734,117.669
15061579,116.288,116.673
15061580,117.301,117.452
15061583,117.373,117.452
15061584,118.271,117.864
15061585,117.27,117.238
15061586,117.245,117.23
15061588,116.94,117.556
15061600,119.288,118.448
15061602,118.01,117.621
15061603,115.666,116.588
15061604,119.869,117.898
15061605,118.57,117.932
15061608,117.307,117.248
15061609,115.648,116.582
15061610,117.387,117.457
15061612,117.106,117.353
15061613,117.363,117.483
15061619,117.367,117.254
15061621,116.58,117.437
15061622,117.275,117.195
15061623,116.945,117.016
15061624,115.665,116.588
15061628,116.076,117.051
15061631,117.342,116.978
15061632,117.378,117.464
15061637,116.951,117.009
15061638,116.91,117.009
15061639,118.719,118.057
15061640,116.506,117.388
15061642,116.919,116.968
15061645,116.472,117.36
15061646,118.153,117.846
15061647,116.963,117.01
15061648,117.303,117.178
15061649,118.493,117.956
15061650,117.708,117.674
15061651,116.625,116.782
15061653,116.056,116.657
15061654,117.368,117.471
15061655,118.441,117.308
15061658,117.467,117.484
15061659,117.291,117.235
15061661,117.352,117.462
15061662,117.733,117.597
15061665,115.484,116.72
15061668,115.498,116.721
15061670,118.79,118.041
15061671,117.303,117.181
15061673,116.751,116.897
15061677,117.321,117.263
15061678,117.392,117.299
15061679,116.802,117.1
15061680,118.784,118.033
15061682,116.947,117.018
15061683,117.337,117.46
15061684,118.016,117.493
15061686,117.37,117.458
15061687,117.303,117.265
15061688,117.359,117.454
15061689,117.376,117.262
15061704,116.965,117.009
15061706,117.511,117.197
15061709,116.663,117.11
15061712,117.709,117.593
15061713,116.956,117.015
15061714,119.653,118.462
15061717,116.391,117.12
15061718,117.749,117.611
15061720,119.87,118.656
15061723,116.599,117.432
15061724,117.11,117.577
15061725,119.653,118.454
15061726,117.577,117.534
15061729,117.628,117.661
15061730,117.656,117.658
15061733,117.418,117.262
15061734,117.375,117.264
15061735,119.652,118.458
15061736,117.663,117.649
15061737,117.67,117.806
15061738,117.393,117.262
15061740,118.638,118.009
15061742,115.398,116.588
15061744,116.478,117.232
15061747,118.104,117.82
15061751,117.251,117.205
15061752,118.626,118.008
15061753,117.327,117.259
15061754,116.375,117.115
15061755,116.529,116.793
15061756,116.53,116.776
15061757,116.775,117.105
15061758,116.148,116.983
15061759,116.08,117.024
15061760,117.606,117.661
15061762,117.159,117.422
15061765,116.056,117.032
15061766,115.385,116.585
15061767,116.548,116.793
15061769,117.604,117.088
15061771,117.33,117.249
15061772,116.512,116.791
15061773,117.105,117.067
15061777,116.79,117.106
15061778,117.441,117.276
15061784,117.431,117.295
15061785,118.5,117.421
15061788,118.006,117.699
15061790,116.787,117.103
15061795,117.401,116.983
15061797,117.394,117.262
15061798,119.794,118.463
15061800,117.25,117.097
15061801,117.033,117.256
15061808,116.981,117.26
15061811,116.952,117.026
15061813,116.958,117.552
15061815,117.399,117.477
15061826,119.621,118.387
15061905,118.925,117.774
15061906,117.088,117.346
15061908,118.362,117.453
15061909,117.773,117.68
15061910,117.354,117.47
15061911,117.002,117.106
15061912,118.115,117.457
15061915,116.984,117.101
15061917,116.063,116.659
15061918,117.237,117.224
15061926,117.35,117.487
15061927,115.441,116.416
15061928,117.191,117.223
15061929,117.78,116.873
15061930,117.258,117.235
15061933,117.358,117.457
15061934,117.671,117.664
15061935,116.981,117.104
15061937,116.883,117.386
15061939,117.265,117.245
15061941,116.695,117.102
15061942,116.905,117.133
15061944,115.326,116.508
15061945,116.076,116.659
15061946,117.171,117.427
15061948,117.376,117.457
15061949,116.89,117.31
15061951,116.072,116.659
15061952,117.594,117.656
15061953,115.622,116.58
15061958,115.79,116.523
15061960,117.114,117.25
15061961,115.673,116.588
15061962,117.018,117.099
15061963,117.369,117.253
15061965,117.599,117.396
15061966,117.383,117.255
15061967,117.755,117.431
15061968,116.784,117.105
15062036,118.537,117.675
15062038,116.077,116.66
15062039,118.835,117.728
15062046,118.13,117.507
15062050,119.884,118.17
15062051,116.064,116.652
15062067,116.949,117.257
15062069,118.052,117.702
15062071,118.13,117.823
15062080,118.246,117.731
15062092,117.384,117.456
15062094,115.631,116.586
15062097,116.971,117.014
15062099,117.23,117.321
15062100,117.619,117.573
15062101,116.79,117.504
15062102,119.532,118.787
15062103,118.108,117.416
15062105,115.667,116.586
15062106,117.42,117.293
15062107,116.67,116.781
15062108,117.362,117.259
15062109,116.069,116.66
15062111,118.389,117.469
15062112,115.621,116.578
15062114,116.267,116.688
15062117,116.055,116.659
15062118,116.1,116.659
15062122,117.423,117.284
15062124,116.099,117.056
15062126,115.948,116.718
15062130,115.07,116.467
15062136,118.459,118.087
15062137,117.378,117.231
15062138,115.899,116.614
15062139,119.601,118.454
15062142,115.451,116.72
15062145,117.057,117.37
15062146,117.427,116.985
15062149,119.642,118.457
15062150,117.501,117.654
15062151,117.771,117.442
15062152,117.339,117.257
15062153,117.387,117.263
15062331,116.96,117.066
15062332,117.203,117.172
15062333,116.483,117.271
15062334,117.293,117.234
15062335,118.879,117.758
15062337,116.097,116.656
15062338,116.063,116.659
15062346,116.603,116.877
15062347,116.553,116.789
15062348,116.055,116.656
15062349,117.742,117.544
15062350,116.836,117.117
15062351,117.175,117.431
15062353,116.711,117.104
15062354,116.077,116.661
15062356,117.401,116.988
15062357,115.649,116.58
15062358,117.383,117.296
15062360,116.968,117.236
15062361,118.372,117.469
15062363,118.893,117.778
15062366,119.401,118.348
15062367,116.288,116.688
