0.3427235 75.00911
0.249891 58.33386
0.2147983 49.96685
0.1806034 46.22257
0.1789134 43.17291
0.1614834 39.2825
0.1685573 35.00562
0.1312605 34.1774
0.1334645 38.97418
0.1246887 36.65613
0.1380182 37.68157
0.1392492 35.50598
0.1219252 31.12566
0.1321369 33.57673
0.1274728 32.24194
0.1337115 28.87932
0.1327547 28.13379
0.1120185 29.76047
0.1071 25.55957
0.08937727 23.42715
0.08943113 28.68405
0.0787946 28.18209
0.1067953 26.77098
0.09927077 28.95748
0.1070787 29.24091
0.1120434 28.82816
0.1073592 29.06579
0.1421771 26.83441
0.1375456 25.21208
0.1450724 22.87725
0.1712008 21.69426
0.1623848 22.02843
0.1861833 19.41548
0.1653163 18.20258
0.151477 15.63724
0.1377885 15.20797
0.1396326 14.0709
0.156933 13.73463
0.1781485 14.38426
0.2301512 14.56642
0.2247014 15.14516
0.1775387 14.75336
0.1662908 15.14382
0.2094621 16.02999
0.2478881 16.51071
0.22947 15.13052
0.2195931 16.4838
0.2152837 16.09944
0.2085765 15.82835
0.207093 16.19598
0.2273182 20.2521
0.2393125 20.41433
0.2196706 21.12499
0.2237961 23.97151
0.2422072 28.54077
0.2315613 27.68826
0.2312326 28.49826
0.204664 25.32154
0.2102877 27.009
0.2285943 30.10254
0.2455632 26.95021
0.2305735 24.1266
0.230321 26.33935
0.2242765 27.47009
0.2179862 24.53912
0.2559741 26.87146
0.2488433 28.51295
0.21531 30.44735
0.1769081 31.57055
0.1399991 29.82723
0.1502959 24.47063
0.1280411 22.93759
0.1640226 23.37214
0.1640605 22.24814
0.1423075 20.35072
0.1934551 19.41941
0.2142059 20.4609
0.2302772 20.11536
0.2186761 20.2132
0.2101341 21.3028
0.2309295 22.19662
0.221791 22.50102
0.2355452 21.6629
0.2136859 22.68598
0.1764357 19.37205
0.2098228 19.16921
0.2472496 19.18599
0.2378958 19.99172
0.2221095 21.59836
0.2163302 24.37047
0.2219725 26.18465
0.2216858 22.45584
0.2274622 23.33789
0.2364057 21.33772
0.2766238 18.10646
0.2630816 16.12025
0.2417793 13.79919
0.2448457 13.67062
0.2673079 14.98665
0.2382504 15.7527
0.2406395 18.31851
0.2409733 18.53547
0.2547573 18.15539
0.2256699 20.49705
0.2143996 20.35056
0.2221648 21.36328
0.1971809 18.84508
0.2165692 20.60721
0.2202711 20.56903
0.2226317 19.55216
0.2163838 19.10442
0.2271502 20.94347
0.2377252 20.27469
0.234078 22.81428
0.2645934 21.08643
0.287511 22.62905
0.2778549 22.03053
0.3121776 20.75757
0.2570728 23.93691
