X7.01,X5.55,X6.63,X7.68,X4.87,X0.65,X7.24,X3.33,X1.61,X1.29,X0.58,X5.03
7.01,5.55,6.63,7.68,4.87,0.65,7.24,3.33,1.61,1.29,0.58,5.03
