,PREDICTED,ACTUAL
15060025,221.377,318
15060039,163.365,318
15060056,232.999,318
15060063,237.79,318
15060070,180.316,318
15060072,238.138,344
15060081,225.091,344
15060082,217.397,41
15060085,256.33,344
15060087,180.916,344
15060090,194.161,318
15060097,141.277,41
15060101,204.072,318
15060102,201.905,318
15060114,229.612,52
15060120,210.669,318
15060122,194.537,318
15060138,226.055,318
15060160,206.163,344
15060188,191.425,318
15060190,240.865,318
15060191,208.656,318
15060215,229.994,318
15060313,225.396,318
15060320,179.805,41
15060345,207.029,318
15060383,225.426,318
15060420,209.706,318
15060536,246.403,318
15060543,234.205,318
15060797,245.63,318
15060846,194.312,41
15060907,245.779,318
15060909,153.353,41
15060910,209.059,318
15060933,234.61,318
15060964,241.723,318
15061007,242.22,318
15061122,195.292,318
15061204,198.166,41
15061213,163.154,41
15061215,163.557,41
15061225,233.448,318
15061226,205.647,41
15061228,220.993,318
15061237,232.964,318
15061256,258.802,318
15061257,192.452,41
15061258,186.181,344
15061259,180.599,41
15061260,219.834,41
15061261,220.772,318
15061262,203.143,41
15061263,200.143,318
15061264,202.895,41
15061265,222.505,318
15061270,200.683,318
15061273,222.498,353
15061274,213.538,318
15061277,207.731,318
15061279,228.555,346
15061283,192.455,344
15061286,242.548,346
15061288,163.614,41
15061289,162.377,41
15061290,230.871,318
15061291,170.382,41
15061293,202.612,41
15061295,221.597,318
15061297,259.16,318
15061298,205.396,41
15061301,204.149,352
15061302,200.995,41
15061303,152.764,41
15061305,177.916,41
15061308,197.785,318
15061312,170.814,41
15061313,210.149,41
15061314,229.686,318
15061317,204.158,41
15061318,196.173,41
15061319,221.021,344
15061320,202.005,41
15061323,230.205,318
15061324,185.251,41
15061327,221.961,318
15061330,176.207,41
15061331,217.55,318
15061333,214.306,318
15061334,211.4,318
15061335,235.052,318
15061336,186.199,41
15061340,180.819,318
15061342,191.194,318
15061346,208.104,41
15061347,229.645,318
15061348,191.802,318
15061349,221.607,318
15061350,169.702,41
15061352,198.156,322
15061353,191.591,318
15061355,191.88,41
15061356,194.769,318
15061357,175.272,41
15061360,191.437,41
