X31.9,X25.86,X30.85,X34.8,X21.93,X3.47,X32.06,X14.12,X3.65,X6.97,X4.48,X71.14
31.9,25.86,30.85,34.8,21.93,3.47,32.06,14.12,3.65,6.97,4.48,71.14
