,PREDICTED,ACTUAL
15060025,43.548,45
15060039,50.237,55
15060056,45.754,40
15060063,50.34,55
15060070,50.556,55
15060072,47.254,57
15060081,43.328,45
15060082,47.674,39
15060085,51.726,58
15060087,50.635,60
15060090,48.777,60
15060097,44.692,45
15060101,50.873,58
15060102,45.377,26
15060114,48.998,40
15060120,47.171,46
15060122,48.744,36
15060138,48.781,39
15060160,47.196,39
15060188,50.166,57
15060190,44.166,39
15060191,50.516,55
15060215,48.957,57
15060313,47.883,55
15060320,51.385,57
15060345,50.8,41
15060383,47.857,43
15060420,50.796,46
15060536,47.853,36
15060543,46.294,46
15060797,46.743,39
15060846,48.877,48
15060907,47.923,58
15060909,48.476,43
15060910,49.83,55
15060933,46.371,58
15060964,49.521,39
15061007,49.463,58
15061122,48.781,60
15061204,45.749,43
15061213,50.251,55
15061215,50.275,58
15061225,49.268,55
15061226,46.539,42
15061228,49.522,58
15061237,46.359,39
15061256,49.913,55
15061257,46.032,42
15061258,46.722,43
15061259,50.562,40
15061260,43.634,46
15061261,43.601,45
15061262,50.822,58
15061263,51.253,58
15061264,49.621,40
15061265,47.658,45
15061270,48.121,49
15061273,47.795,58
15061274,49.605,58
15061277,49.384,49
15061279,50.996,49
15061283,48.379,33
15061286,49.736,39
15061288,50.376,40
15061289,50.352,57
15061290,47.913,49
15061291,48.895,57
15061293,45.978,43
15061295,45.161,49
15061297,49.912,58
15061298,47.709,43
15061301,47.5,58
15061302,47.582,33
15061303,48.551,46
15061305,46.327,39
15061308,52.501,46
15061312,48.92,43
15061313,50.499,58
15061314,51.128,46
15061317,50.855,58
15061318,48.02,55
15061319,43.515,42
15061320,46.077,58
15061323,49.079,58
15061324,46.663,45
15061327,43.474,40
15061330,50.636,58
15061331,47.089,43
15061333,48.74,45
15061334,50.943,57
15061335,47.192,39
15061336,51.536,58
15061340,50.535,49
15061342,48.411,39
15061346,50.861,43
15061347,47.003,39
15061348,48.465,58
15061349,47.982,43
15061350,48.842,40
15061352,52.514,55
15061353,48.429,55
15061355,48.444,55
15061356,48.775,43
15061357,51.019,58
15061360,48.372,55
15061365,50.304,43
15061367,50.389,49
15061368,46.016,45
15061369,45.95,45
15061370,50.787,55
15061376,50.853,55
15061377,43.549,45
15061378,47.261,57
15061380,47.166,58
15061382,48.996,58
15061384,50.564,58
15061385,50.575,49
15061386,45.981,40
15061388,47.407,43
15061389,52.468,57
15061390,52.478,57
15061391,52.542,55
15061392,47.091,45
15061404,52.487,55
15061405,49.052,45
15061406,48.4,58
15061410,49.84,55
15061411,47.176,39
15061414,52.555,43
15061415,47.342,58
15061417,52.434,46
15061418,52.503,46
15061419,50.581,58
15061420,46.077,39
15061421,43.291,35
15061422,47.399,55
15061424,46.535,46
15061425,50.835,49
15061428,50.701,49
15061430,50.782,60
15061434,47.255,49
15061436,47.804,46
15061437,46.151,39
15061438,52.548,46
15061439,46.085,39
15061441,50.212,39
15061442,47.19,33
15061443,47.67,43
15061444,48.786,55
15061445,50.277,39
15061447,47.569,46
15061449,48.432,45
15061454,48.417,58
15061458,50.852,41
15061459,52.54,57
15061461,50.812,45
15061463,45.96,43
15061469,49.888,57
15061470,48.772,43
15061471,48.739,48
15061475,43.648,31
15061476,47.144,42
15061478,50.586,43
15061479,47.582,58
15061480,50.216,55
15061481,50.574,58
15061484,48.149,39
15061485,47.678,40
15061486,49.944,45
15061489,52.575,55
15061490,52.446,58
15061491,52.503,58
15061492,52.448,43
15061494,46.001,58
15061495,47.098,40
15061498,51.731,34
15061499,50.522,36
15061501,52.901,58
15061503,47.224,45
15061504,49.018,49
15061505,49.822,55
15061508,47.175,55
15061509,45.329,58
15061511,45.381,42
15061514,43.594,36
15061515,50.824,45
15061517,48.432,58
15061518,47.484,58
15061520,52.625,58
15061522,52.536,58
15061523,50.677,58
15061524,46.14,43
15061525,47.178,33
15061526,46.938,42
15061528,47.261,58
15061530,47.198,39
15061533,47.261,52
15061536,47.259,55
15061537,50.863,58
15061538,50.547,39
15061539,50.496,58
15061540,50.585,58
15061543,50.387,57
15061544,50.208,36
15061546,50.448,57
15061548,47.451,55
15061549,50.886,55
15061551,47.864,57
15061553,41.017,26
15061555,43.325,35
15061556,47.837,58
15061557,43.64,48
15061560,41.862,43
15061561,53.267,58
15061564,47.37,43
15061565,47.867,49
15061568,51.16,58
15061571,45.33,43
15061576,48.77,41
15061579,50.318,58
15061580,48.386,40
15061583,48.858,48
15061584,50.186,58
15061585,48.719,36
15061588,47.515,39
15061600,46.71,40
15061601,48.317,34
15061602,44.351,36
15061603,50.639,39
15061604,47.18,42
15061605,48.728,43
15061608,48.792,48
15061609,50.562,58
15061612,47.674,58
15061613,48.916,49
15061619,52.522,58
15061621,52.936,57
15061622,44.563,45
15061623,43.614,40
15061626,47.797,39
15061628,45.399,53
15061629,47.06,43
15061630,51.114,58
15061631,51.278,58
15061632,48.968,58
15061638,43.631,39
15061640,46.452,40
15061641,50.454,49
15061642,43.541,49
15061645,46.563,49
15061646,50.853,42
15061648,51.113,58
15061650,46.819,45
15061651,47.119,58
15061654,49.038,58
15061656,46.253,36
15061658,48.97,48
15061661,48.87,36
15061662,48.355,42
15061666,50.082,55
15061667,48.111,45
15061668,49.895,57
15061669,51.309,55
15061670,50.53,55
15061671,51.136,55
15061676,48.294,42
15061677,52.501,55
15061678,52.558,55
15061679,49.953,55
15061680,50.364,55
15061682,43.608,40
15061683,48.357,58
15061684,46.979,41
15061685,48.169,49
15061686,48.4,55
15061687,48.662,58
15061688,48.36,58
15061689,52.494,55
15061690,52.511,55
15061702,46.376,46
15061704,43.572,37
15061707,47.663,40
15061709,51.357,55
15061710,51.128,57
15061712,48.368,58
15061713,43.616,36
15061714,47.367,42
15061718,48.348,40
15061719,50.791,55
15061720,47.465,42
15061721,52.895,57
15061722,50.345,40
15061723,52.901,58
15061724,48.632,58
15061725,47.34,58
15061726,49.784,58
15061731,52.555,49
15061733,52.503,46
15061734,52.514,55
15061735,47.318,49
15061736,46.672,46
15061738,52.452,58
15061740,46.009,40
15061742,50.519,57
15061744,46.016,40
15061747,50.84,58
15061753,52.431,49
15061754,46.878,45
15061756,49.554,45
15061758,46.24,34
15061759,45.966,58
15061760,46.619,43
15061762,47.06,52
15061763,49.93,48
15061764,45.414,33
15061765,45.433,39
15061767,45.934,35
15061768,47.165,58
15061771,52.478,58
15061772,45.862,40
15061776,47.712,45
15061777,49.966,58
15061778,52.46,58
15061784,52.47,55
15061788,46.026,40
15061789,47.641,40
15061790,49.917,46
15061797,52.474,49
15061798,47.284,45
15061799,49.986,57
15061800,46.688,42
15061801,42.801,26
15061808,42.904,46
15061811,43.676,58
15061813,47.676,58
15061815,49.004,45
15061826,47.349,43
15061905,50.251,42
15061907,41.87,31
15061908,50.617,53
15061909,51.802,55
15061910,48.983,39
15061911,48.494,49
15061912,50.765,46
15061915,48.622,49
15061917,50.834,58
15061918,48.92,57
15061927,45.161,31
15061928,51.872,57
15061929,47.867,39
15061932,48.591,46
15061933,48.41,42
15061934,46.785,58
15061935,48.547,55
15061939,52.729,58
15061941,51.388,49
15061942,48.477,46
15061944,49.087,57
15061945,50.83,58
15061946,47.174,40
15061948,48.43,43
15061949,47.719,42
15061951,50.812,43
15061952,46.558,39
15061953,50.398,58
15061954,50.768,49
15061957,49.559,41
15061960,49.126,45
15061961,50.527,39
15061962,48.497,49
15061963,52.524,58
15061965,48.015,35
15061967,47.143,43
15061968,49.987,40
15061969,42.849,31
15062036,49.194,55
15062038,50.808,58
15062039,50.155,43
15062046,50.838,57
15062050,49.355,55
15062051,50.88,55
15062052,50.92,55
15062053,49.733,57
15062063,48.427,39
15062069,45.974,33
15062071,50.892,43
15062080,50.536,58
15062081,47.226,39
15062092,48.413,40
15062094,50.595,58
15062097,43.665,58
15062098,50.716,49
15062099,49.897,57
15062100,47.909,48
15062101,48.116,40
15062102,48.618,48
15062103,52.037,55
15062104,51.132,58
15062105,50.553,39
15062106,52.529,55
15062107,47.121,39
15062108,52.436,43
15062109,50.837,58
15062111,50.968,58
15062112,50.548,58
15062114,50.391,58
15062115,50.325,49
15062117,50.922,58
15062118,50.848,48
15062119,51.142,58
15062124,45.237,49
15062126,49.663,40
15062130,45.342,41
15062137,52.429,58
15062138,49.14,58
15062139,47.286,39
15062142,49.827,58
15062143,48.221,58
15062144,50.585,49
15062145,47.785,58
15062150,49.482,58
15062151,48.283,58
15062152,52.503,55
15062153,52.627,58
15062331,48.951,57
15062332,48.806,53
15062333,48.078,46
15062334,48.767,58
15062335,49.799,57
15062337,50.825,55
15062338,50.831,55
15062344,51.96,55
15062348,50.805,49
15062349,51.099,39
15062351,47.028,42
15062353,51.321,57
15062354,50.848,49
15062357,50.554,58
15062359,49.664,36
15062360,42.771,35
15062361,50.988,58
15062363,50.469,55
15062366,47.316,43
15062367,50.341,58
15062370,51.141,58
15062371,48.782,58
15062372,46.377,35
