,BA,BB
15060021,313.001,313.985
15060025,312.258,310.751
15060027,312.019,311.459
15060039,323.096,323.515
15060042,317.504,315.059
15060056,316.702,315.668
15060063,320.383,321.713
15060070,310.706,311.724
15060081,314.241,313.274
15060085,314.587,315.033
15060087,310.788,311.929
15060097,327.928,327.664
15060102,313.66,313.897
15060112,310.83,310.363
15060114,315.963,317.003
15060120,315.134,315.385
15060121,313.859,313.512
15060122,319.145,318.949
15060138,314.393,315.211
15060160,320.61,321.877
15060187,316.586,317.423
15060188,313.403,314.614
15060190,312.825,311.879
15060191,311.5,310.928
15060214,317.551,316.387
15060313,321.71,322.761
15060320,319.008,319.347
15060345,323.966,323.654
15060383,321.806,322.753
15060420,323.831,323.598
15060543,319.791,320.79
15060570,317.721,319.167
15060797,314.393,316.693
15060846,319.141,318.949
15060907,318.796,319.772
15060910,325.507,324.247
15060933,319.831,320.816
15060964,317.062,316.218
15061007,316.79,316.081
15061011,312.1,310.701
15061122,319.101,319
15061204,318.254,317.432
15061213,322.987,323.337
15061215,323.005,323.402
15061216,317.239,315.89
15061225,316.025,317.213
15061226,317.859,319.216
15061228,315.424,313.495
15061237,319.789,320.844
15061256,315.068,313.823
15061257,317.672,319.695
15061259,310.644,311.669
15061260,312.131,310.672
15061262,313.365,312.314
15061263,314.463,315.863
15061264,313.919,314.142
15061265,313.785,312.041
15061270,313.479,314.29
15061273,313.765,312.071
15061274,318.337,316.701
15061277,322.504,323.501
15061282,316.083,317.118
15061283,310.873,310.505
15061286,319.725,321.091
15061288,322.79,323.357
15061289,322.837,323.289
15061290,319.382,320.416
15061291,315.733,315.972
15061293,312.761,312.715
15061295,314.495,314.842
15061296,313.835,313.524
15061298,312.54,311.732
15061299,316.085,317.01
15061303,323.246,323.079
15061307,315.477,313.501
15061312,316.107,316.251
15061313,311.547,311.087
15061314,317.935,316.702
15061317,313.454,312.363
15061318,314.222,314.059
15061319,312.197,310.71
15061320,323.623,324.753
15061323,315.915,316.5
15061324,322.069,321.127
15061329,313.722,312.193
15061334,313.488,314.98
15061335,311.344,310.196
15061337,310.984,310.644
15061338,310.689,311.653
15061340,310.796,311.822
15061344,312.764,312.886
15061345,323.967,323.73
15061346,323.801,323.594
15061347,313.125,312.177
15061348,310.754,310.339
15061349,312.54,310.776
15061350,315.969,316.11
15061352,299.043,299.219
15061353,310.789,310.36
15061355,310.716,310.367
15061356,319.282,319.053
15061357,313.884,312.173
15061358,312.163,310.745
15061360,310.75,310.335
15061364,310.806,310.367
15061365,322.927,323.463
15061367,322.884,323.401
15061369,313.94,314.23
15061376,323.806,323.613
15061378,311.295,310.051
15061380,313.35,312.236
15061382,315.946,316.471
15061383,310.851,310.374
15061384,310.698,311.758
15061388,314.89,311.934
15061390,299.068,299.23
15061391,299.148,299.328
15061392,318.893,318.344
15061394,313.395,312.281
15061396,313.377,312.334
15061404,299.252,299.343
15061406,310.607,309.93
15061410,323.129,323.118
15061411,310.047,310.617
15061414,299.179,299.348
15061415,322.795,322.179
15061417,299.309,299.369
15061418,299.282,299.406
15061419,310.677,311.747
15061420,323.623,324.753
