,PREDICTED,ACTUAL
15060021,6.669,7
15060025,6.122,7
15060027,6.56,7
15060039,5.409,7
15060042,5.966,5
15060056,7.082,7
15060063,11.044,7
15060070,5.818,7
15060081,6.007,5
15060085,5.98,5
15060087,5.812,5
15060097,5.082,4
15060102,5.807,7
15060112,5.627,7
15060114,5.907,5
15060120,7.099,7
15060121,7.011,7
15060122,5.46,7
15060138,6.887,7
15060160,5.379,5
15060187,7.163,7
15060188,5.775,7
15060190,6.43,7
15060191,6.415,7
15060214,5.778,7
15060313,5.741,4
15060320,6.5,4
15060345,6.242,7
15060383,5.725,7
15060420,6.291,7
15060543,6.91,7
15060570,6.703,7
15060797,6.985,7
15060846,5.426,4
15060907,6.725,7
15060910,5.914,7
15060933,6.926,7
15060964,6.374,7
15061007,6.387,7
15061011,6.159,7
15061122,5.451,7
15061204,6.903,4
15061213,5.455,4
15061215,5.459,4
15061216,6.94,7
15061225,5.94,7
15061226,6.874,4
15061228,5.819,7
15061237,6.963,7
15061256,6.137,7
15061257,6.317,7
15061259,5.816,4
15061260,6.11,4
15061262,5.828,4
15061263,5.291,7
15061264,5.773,4
15061265,8.679,7
15061270,6.611,4
15061273,8.683,54
15061274,6.769,7
15061277,6.311,7
15061282,5.889,7
15061283,5.6,5
15061286,10.6,53
15061288,5.509,4
15061289,5.433,4
15061290,6.114,7
15061291,6.307,4
15061293,6.421,4
15061295,6.851,7
15061296,6.642,7
15061298,7.504,4
15061299,5.922,7
15061303,5.397,4
15061307,5.846,4
15061312,6.331,4
15061313,6.444,7
15061314,7.573,7
15061317,5.822,4
15061318,6.361,4
15061319,6.088,5
15061320,5.254,4
15061323,5.924,7
15061324,6.158,7
15061329,6.128,4
15061334,6.963,7
15061335,7.287,7
15061337,5.649,7
15061338,5.837,7
15061340,5.795,7
15061344,5.637,7
15061345,6.286,4
15061346,6.29,4
15061347,6.212,7
15061348,5.642,7
15061349,7.084,7
15061350,6.291,4
15061352,10.635,58
15061353,5.631,7
15061355,5.621,4
15061356,5.413,7
15061357,6.045,4
15061358,6.118,7
15061360,5.616,4
15061364,5.603,5
15061365,5.438,7
15061367,5.463,4
15061369,7.007,7
15061376,6.287,7
15061378,7.283,7
15061380,6.159,7
15061382,5.932,7
15061383,5.612,7
15061384,5.781,7
15061388,6.441,4
15061390,10.57,4
15061391,10.604,34
15061392,7.222,7
15061394,5.815,7
15061396,5.851,4
15061404,10.563,41
15061406,5.639,7
15061410,5.868,7
15061411,5.803,4
15061414,10.578,4
15061415,6.702,7
15061417,10.561,5
15061418,10.539,4
15061419,5.797,4
15061420,5.254,7
15061421,6.117,7
15061422,5.93,4
15061424,6.013,7
15061425,6.288,7
15061428,6.255,4
15061430,6.267,4
15061435,6.576,4
15061436,5.374,4
15061437,6.118,7
15061439,6.11,4
15061441,6.321,7
15061442,5.76,4
15061444,6.1,4
15061445,6.342,4
15061447,5.693,4
15061449,5.622,7
15061454,5.56,4
15061458,6.278,7
15061459,10.583,7
15061461,6.275,7
15061463,5.764,4
15061469,5.624,4
15061470,5.432,4
15061471,5.408,7
15061475,6.138,7
15061476,6.768,4
15061478,5.835,4
15061479,5.896,4
15061480,6.339,7
15061481,6.439,5
15061484,6.594,7
15061485,5.393,4
