X33.26,X24.93,X29.42,X36.31,X26.97,X4.01,X42.74,X16.96,X15.49,X7.57,X5.26,X81.06
33.26,24.93,29.42,36.31,26.97,4.01,42.74,16.96,15.49,7.57,5.26,81.06
