,BA,BB
15060021,42.513,43.778
15060025,46.103,45.829
15060027,45.855,45.744
15060039,44.124,44.509
15060042,44.304,44.447
15060056,45.666,45.679
15060063,45.364,45.227
15060070,45.16,45.515
15060081,45.241,44.995
15060085,45.534,45.817
15060087,45.161,45.527
15060097,44.1,43.576
15060102,46.036,45.811
15060112,45.504,45.658
15060114,43.55,43.367
15060120,44.54,44.575
15060121,47.192,46.552
15060122,41.675,41.859
15060138,44.838,45.312
15060160,41.39,41.487
15060187,44.115,44.474
15060188,45.022,45.132
15060190,46.704,46.111
15060191,45.887,45.584
15060214,45.501,45.817
15060313,40.679,41.514
15060320,46.69,45.778
15060345,48.01,47.064
15060383,40.666,41.506
15060420,48.031,47.071
15060543,46.643,46.277
15060570,44.397,44.657
15060797,44.998,45.178
15060846,41.675,41.883
15060907,44.151,43.664
15060910,42.698,42.801
15060933,46.649,46.291
15060964,44.912,44.867
15061007,44.952,44.891
15061011,46.098,45.801
15061122,41.76,41.908
15061204,44.564,44.655
15061213,44.053,44.456
15061215,44.111,44.508
15061216,45.102,44.606
15061225,43.656,43.499
15061226,44.516,44.829
15061228,44.583,44.603
15061237,46.678,46.34
15061256,45.521,45.349
15061257,46.085,46.087
15061259,45.175,45.527
15061260,46.121,45.818
15061262,44.411,44.777
15061263,44.838,45.179
15061264,44.229,44.558
15061265,46.359,45.972
15061270,46.281,45.964
15061273,46.361,45.969
15061274,44.627,44.818
15061277,44.347,45.194
15061282,43.619,43.383
15061283,45.517,45.66
15061286,45.276,45.439
15061288,44.066,44.527
15061289,44.116,44.536
15061290,45.105,45.294
15061291,45.699,46.34
15061293,45.507,45.417
15061295,45.738,45.323
15061296,46.377,46.163
15061298,45.672,45.501
15061299,43.66,43.427
15061303,45.399,45.649
15061307,44.606,44.601
15061312,45.751,46.339
15061313,45.924,45.61
15061314,45.928,45.64
15061317,44.4,44.778
15061318,45.315,45.29
15061319,46.162,45.829
15061320,43.602,43.883
15061323,43.663,43.43
15061324,44.249,44.104
15061329,45.858,45.849
15061334,46.581,46.92
15061335,45.826,46.045
15061337,45.49,45.655
15061338,45.146,45.528
15061340,45.176,45.546
15061344,43.528,43.563
15061345,48.021,47.066
15061346,48.002,47.044
15061347,44.813,45.189
15061348,45.517,45.667
15061349,46.353,46.006
15061350,45.747,46.346
15061352,45.758,45.793
15061353,45.508,45.658
15061355,45.489,45.642
15061356,41.717,41.926
15061357,45.881,45.852
15061358,46.128,45.835
15061360,45.501,45.651
15061364,45.529,45.662
15061365,44.1,44.486
15061367,44.078,44.48
15061369,47.166,46.556
15061376,48.031,47.062
15061378,45.863,46.071
15061380,44.801,45.175
15061382,43.566,43.366
15061383,45.507,45.661
15061384,45.187,45.542
15061388,45.883,45.774
15061390,45.788,45.798
15061391,45.747,45.783
15061392,45.551,45.768
15061394,44.438,44.805
15061396,44.432,44.789
15061404,45.778,45.788
15061406,45.502,45.657
15061410,46.405,45.475
15061411,45.651,45.376
15061414,45.764,45.791
15061415,44.497,44.869
15061417,45.743,45.767
15061418,45.795,45.795
15061419,45.184,45.54
15061420,43.602,43.883
15061421,46.166,45.784
15061422,45.01,45.158
15061424,44.71,45.144
15061425,48.028,47.072
15061428,48.017,47.052
15061430,48.007,47.064
15061435,46.353,46.276
15061436,43.956,43.51
15061437,45.614,45.818
15061439,45.627,45.823
15061441,46.314,45.858
15061442,45.631,45.364
15061444,45.722,45.378
15061445,46.319,45.859
15061447,45.123,45.06
15061449,45.77,45.335
15061454,45.746,45.329
15061458,48.01,47.057
15061459,45.748,45.783
15061461,48.012,47.063
15061463,45.332,45.291
15061469,43.562,43.583
15061470,41.706,41.804
15061471,41.71,41.94
15061475,46.154,45.851
15061476,45.616,45.323
15061478,45.159,45.535
15061479,44.937,45.137
15061480,46.319,45.855
15061481,45.917,45.592
15061484,46.29,45.967
15061485,43.896,43.511
15061486,45.547,45.859
15061489,45.798,45.79
15061490,45.731,45.767
15061491,45.755,45.79
15061492,45.733,45.771
15061493,44.837,45.181
15061494,45.329,45.219
15061495,44.835,45.201
15061496,44.814,45.179
15061499,45.896,45.592
15061500,43.873,43.497
15061501,45.556,45.572
15061503,45.021,45.142
15061504,43.593,43.426
15061505,45.297,45.404
15061507,45.639,45.375
15061508,45.643,45.358
15061509,46.006,45.81
15061511,46.017,45.835
15061515,44.419,44.784
15061516,45.596,45.595
15061517,45.522,45.672
15061518,45.142,45.172
15061521,44.237,44.406
15061522,44.303,44.548
15061524,45.327,45.217
15061525,45.659,45.386
15061526,44.542,44.978
15061528,44.757,45.159
15061529,46.017,45.811
15061530,45.639,45.371
15061533,45.657,45.348
15061534,42.538,43.789
15061535,44.833,45.161
15061536,45.676,45.252
15061540,45.805,45.581
15061542,45.823,45.541
15061543,44.1,44.493
15061544,45.235,45.483
15061546,45.187,45.417
15061548,45.425,45.606
15061549,44.513,45.055
15061550,44.708,45.144
15061553,44.467,44.379
15061555,46.149,45.811
15061556,43.912,43.429
15061560,44.65,44.557
15061561,45.221,45.622
15061564,44.99,45.104
15061565,40.554,41.457
15061566,45.152,45.515
15061568,45.69,46.297
15061571,47.2,46.29
15061575,46.285,45.97
15061576,41.672,41.856
15061577,45.868,45.864
15061578,45.841,45.838
15061579,46.289,45.85
15061580,45.511,45.662
15061583,43.62,43.385
15061584,43.672,44.49
15061585,41.68,41.834
15061586,41.705,41.865
15061588,43.926,43.519
15061600,45.065,45.23
15061602,44.723,44.706
15061603,45.153,45.517
15061604,43.652,44.339
15061605,43.354,43.098
15061608,41.69,41.868
15061609,45.175,45.536
15061610,45.496,45.655
15061612,45.971,45.528
15061613,43.598,43.381
15061619,45.74,45.788
15061621,45.615,45.631
15061622,45.735,45.502
15061623,46.126,45.835
15061624,45.202,45.553
15061628,46.006,45.808
15061631,42.556,43.798
15061632,43.632,43.399
15061637,46.117,45.839
15061638,46.151,45.843
15061639,43.547,43.23
15061640,46.722,46.45
15061642,46.161,45.873
15061645,46.758,46.458
15061646,44.397,44.778
15061647,46.104,45.838
15061648,45.942,45.696
15061649,43.84,44.101
15061650,44.183,44.588
15061651,45.667,45.378
15061653,48.042,47.064
15061654,43.643,43.426
15061655,44.28,44.663
15061658,43.679,43.429
15061659,41.693,41.982
15061661,43.655,43.403
15061662,45.786,45.34
15061665,46.442,45.521
15061668,46.435,45.506
15061670,43.45,43.203
15061671,45.929,45.654
15061673,43.447,43.413
15061677,45.795,45.798
15061678,45.768,45.79
15061679,46.422,46.306
15061680,43.42,43.202
15061682,46.131,45.834
15061683,45.556,45.709
15061684,42.625,42.595
15061686,45.504,45.658
15061687,45.486,45.621
15061688,45.503,45.661
15061689,45.748,45.785
15061704,46.128,45.841
15061706,42.99,43.027
15061709,46.728,45.791
15061712,45.773,45.322
15061713,46.137,45.839
15061714,44.498,44.877
15061717,46.717,46.114
15061718,45.789,45.349
15061720,44.54,45.03
15061723,45.607,45.583
15061724,45.333,45.301
15061725,44.49,44.881
15061726,42.72,42.927
15061729,44.736,45.145
15061730,44.699,45.139
15061733,45.7,45.765
15061734,45.764,45.791
15061735,44.509,44.883
15061736,44.699,45.141
15061737,44.659,45.109
15061738,45.74,45.771
15061740,45.08,45.127
15061742,45.834,45.544
15061744,45.26,45.301
15061747,44.441,44.8
15061751,41.712,41.992
15061752,45.032,45.082
15061753,45.819,45.775
15061754,46.386,46.254
15061755,44.556,45.299
15061756,44.551,45.296
15061757,46.413,46.309
15061758,45.703,45.665
15061759,45.632,45.826
15061760,44.785,45.138
15061762,44.781,45.182
15061765,46.019,45.808
15061766,45.873,45.585
15061767,47.187,46.533
15061769,45.576,45.908
15061771,45.748,45.773
15061772,47.22,46.544
15061773,45.726,45.298
15061777,46.37,46.285
15061778,45.708,45.771
15061784,45.724,45.771
15061785,45.346,45.608
15061788,45.297,45.201
15061790,46.358,46.279
15061795,42.523,43.778
15061797,45.737,45.771
15061798,44.942,45.058
15061800,45.588,45.301
15061801,42.508,43.117
15061808,42.539,43.119
15061811,46.091,45.805
15061813,43.877,43.481
15061815,43.633,43.418
15061826,44.988,45.01
15061905,44.046,44.457
15061906,46.093,45.911
15061908,44.503,45.077
15061909,45.51,45.81
15061910,43.616,43.393
15061911,45.398,45.663
15061912,45.463,45.426
15061915,45.437,45.681
15061917,48.006,47.044
15061918,41.708,41.896
15061926,43.621,43.414
15061927,46.576,45.34
15061928,45.242,44.945
15061929,44.113,44.473
15061930,41.714,41.94
15061933,45.539,45.691
15061934,44.689,45.129
15061935,45.469,45.676
15061937,46.354,45.957
15061939,45.801,45.799
15061941,46.68,45.788
15061942,46.339,46.157
15061944,47.787,46.532
15061945,48.027,47.072
15061946,44.789,45.148
15061948,45.507,45.654
15061949,46.457,45.944
15061951,48.031,47.067
15061952,44.725,45.13
15061953,45.18,45.531
15061958,45.762,45.766
15061960,46.073,45.914
15061961,45.187,45.543
15061962,45.442,45.686
15061963,45.746,45.79
15061965,44.86,44.983
15061966,44.877,44.857
15061967,45.666,45.334
15061968,46.373,46.3
15062036,44.255,44.433
15062038,48.03,47.053
15062039,44.081,44.514
15062046,45.377,45.388
15062050,44.141,44.853
15062051,48.039,47.065
15062067,42.572,43.144
15062069,45.305,45.217
15062071,44.434,44.773
15062080,44.845,45.1
15062092,45.497,45.654
15062094,45.173,45.521
15062097,46.122,45.834
15062099,43.562,43.58
15062100,42.433,42.528
15062101,46.279,45.954
15062102,44.652,44.925
15062103,45.505,45.697
15062105,45.167,45.533
15062106,45.738,45.789
15062107,45.65,45.369
15062108,45.745,45.771
15062109,48.013,47.044
15062111,44.513,45.06
15062112,45.18,45.533
15062114,46.335,45.87
15062117,48.037,47.059
15062118,48.004,47.057
15062122,45.477,45.811
