,BA,BB
15062124,45.961,45.806
15062126,45.49,45.661
15062130,47.233,46.3
15062136,45.342,45.225
15062137,45.734,45.805
15062138,45.463,45.707
15062139,44.555,44.921
15062142,46.488,45.513
15062145,45.66,45.539
15062146,42.534,43.788
15062149,44.488,44.876
15062150,45.351,45.143
15062151,44.6,44.877
15062152,45.778,45.773
15062153,45.768,45.766
15062331,41.537,41.73
15062332,41.697,41.861
15062333,45.863,45.757
15062334,41.664,41.85
15062335,45.238,45.402
15062337,48.002,47.062
15062338,48.012,47.047
15062346,45.263,45.469
15062347,47.184,46.552
15062348,48.041,47.068
15062349,45.859,45.848
15062350,46.482,45.944
15062351,44.812,45.169
15062353,46.688,45.769
15062354,48.013,47.06
15062356,42.541,43.789
15062357,45.152,45.533
15062358,45.759,45.796
15062360,42.53,43.113
15062361,44.549,45.068
15062363,44.072,44.52
15062366,45.135,45.233
15062367,46.313,45.853
15062368,48.009,47.06
15062369,44.585,44.938
15062370,45.857,45.846
