,BA,BB
15061406,320.531,318.132
15061410,289.521,291.21
15061411,326.063,322.678
15061414,328.449,324.137
15061415,289.598,301.264
15061417,328.67,324.162
15061418,328.353,324.157
15061419,332.917,326.268
15061420,300.563,286.082
15061421,319.089,317.332
15061422,310.604,311.576
15061424,301.874,311.662
15061425,298.803,300.587
15061428,299.445,304.415
15061430,299.24,304.472
15061435,308.612,314.679
15061436,325.601,319.909
15061437,324.171,318.209
15061439,324.512,318.219
15061441,328.468,318.706
15061442,326.466,322.68
15061444,309.244,312.241
15061445,328.565,318.653
15061447,307.886,312.261
15061449,298.98,304.049
15061454,298.709,303.768
15061458,299.308,304.493
15061459,328.463,324.163
15061461,298.907,304.413
15061463,313.068,312.961
15061469,318.869,315.378
15061470,300.478,299.338
15061471,300.078,299.244
15061475,318.592,317.408
15061476,311.085,315.44
15061478,333.024,326.27
15061479,308.422,310.656
15061480,328.388,318.726
15061481,316.511,318.352
15061484,319.877,316.468
15061485,326.102,319.754
15061486,282.452,298.931
15061489,328.331,324.239
15061490,328.521,324.162
15061491,328.245,324.104
15061492,328.505,324.109
15061493,317.627,314.082
15061494,313.56,309.497
15061495,317.576,314.438
15061496,317.154,313.763
15061499,316.643,318.417
15061500,326.212,319.847
15061501,301.416,305.564
15061503,311.055,313.809
15061504,292.712,291.804
15061505,287.544,296.578
15061507,326.464,322.625
15061508,326.148,322.631
15061509,319.134,317.951
15061511,319.297,317.752
15061515,320.237,318.589
15061516,301.753,305.697
15061517,320.42,318.041
15061518,309.197,313.109
15061521,313.943,313.116
15061522,315.86,309.081
15061524,313.93,309.426
15061525,326.063,322.689
15061526,306.214,312.123
15061528,318.124,314.752
15061529,319.559,318
15061530,326.387,322.688
15061533,325.614,322.653
15061534,317.992,319.816
15061535,317.122,312.773
15061536,325.944,322.628
15061540,315.205,314.213
15061542,314.788,314.153
15061543,313.956,311.538
15061544,332.851,326.395
15061546,332.931,325.972
15061548,316.675,318.167
15061549,312.716,309.016
15061550,301.807,311.425
15061553,309.767,305.995
15061555,319,317.317
15061556,325.971,321.089
15061560,309.685,307.692
15061561,318.546,314.347
15061564,306.023,311.141
15061565,264.467,265.085
15061566,333.05,326.226
15061568,316.619,310.877
15061571,322.622,315.128
15061575,320.1,316.558
15061576,300.126,299.092
15061577,306.969,311.756
15061578,306.942,311.36
15061579,328.224,318.798
15061580,320.647,318.073
15061583,292.224,291.494
15061584,307.744,308.719
15061585,299.897,299.2
15061586,299.76,299.158
15061588,326.552,320.309
15061600,306.757,309.209
15061602,316.696,312.273
15061603,332.71,326.184
15061604,295.603,290.814
15061605,286.828,285.561
15061608,300.966,299.538
15061609,332.98,326.259
15061610,320.281,318.114
15061612,304.675,312.991
15061613,292.003,291.259
15061619,328.175,324.137
15061621,301.56,305.91
15061622,314.016,316.148
15061623,319.713,317.394
15061624,332.342,325.974
15061628,319.407,317.972
15061631,318.639,319.978
15061632,292.274,291.628
15061637,319.524,317.413
15061638,319.516,317.426
15061639,271.772,275.656
15061640,305.618,311.231
15061642,320.662,317.643
15061645,305.586,312.986
15061646,320.053,318.448
15061647,319.771,317.441
15061648,281.024,296.888
15061649,287.781,289.623
15061650,302.632,301.932
15061651,325.918,322.57
15061653,299.394,304.485
15061654,292.37,291.833
15061655,297.385,293.382
15061658,292.863,291.178
15061659,300.261,299.014
15061661,292.715,291.888
15061662,299.391,304.329
15061665,290.066,291.756
15061668,289.704,291.685
15061670,270.715,274.355
15061671,281.028,296.856
15061673,302.263,298.056
15061677,328.575,324.163
15061678,328.194,324.137
15061679,308.781,314.709
15061680,270.563,274.306
15061682,319.865,317.461
15061683,321.048,318.129
15061684,271.111,276.446
15061686,320.319,318.09
15061687,323.365,324.063
15061688,320.237,318.073
15061689,328.591,324.148
15061704,319.949,317.446
15061706,259.607,268.294
15061709,314.497,319.321
15061712,298.919,303.818
15061713,319.966,317.409
15061714,289.811,301.337
15061717,311.836,308.93
15061718,298.9,303.647
15061720,290.2,300.317
15061723,301.676,305.841
15061724,307.269,310.746
15061725,289.467,301.284
15061726,248.592,259.789
15061729,302.359,311.634
15061730,301.087,311.255
15061733,327.569,324.095
15061734,328.478,324.157
15061735,290.183,301.332
15061736,301.823,311.285
15061737,302.165,311.298
15061738,328.54,324.159
15061740,317.374,309.289
15061742,316.847,318.589
15061744,306.386,311.874
15061747,320.159,318.606
15061751,300.154,299.3
15061752,317.167,309.474
15061753,328.387,323.996
15061754,318.581,311.144
15061755,319.602,322.525
15061756,319.626,322.537
15061757,308.593,314.619
15061758,325.198,316.895
15061759,324.113,318.241
15061760,302.705,311.084
15061762,316.919,313.333
15061765,319.692,318.013
15061766,316.929,318.382
15061767,320.578,319.855
15061769,278.425,295.485
15061771,329.46,324.287
15061772,320.242,319.827
15061773,317.514,315.664
15061777,309.334,314.689
15061778,328.456,324.109
15061784,328.426,324.109
15061785,314.735,316.099
15061788,314.693,309.584
15061790,309.25,315.037
15061795,317.739,319.982
15061797,328.514,324.109
15061798,311.001,314.206
15061800,309.562,304.95
15061801,261.826,266.75
15061808,262.51,266.741
15061811,319.987,317.419
15061813,326.158,319.784
15061815,292.65,291.631
15061826,311.299,312.177
15061905,313.852,310.982
15061906,317.844,323.495
15061908,313.581,309.086
15061909,290.899,304.429
15061910,292.243,291.619
15061911,321.873,313.898
15061912,305.14,305.677
15061915,321.987,313.992
15061917,299.479,304.528
15061918,299.35,299.03
15061926,292.504,291.443
15061927,307.745,314.55
15061928,308.442,306.314
15061929,307.971,309.629
15061930,300.747,299.043
15061933,320.225,318.075
15061934,302.085,311.189
15061935,321.326,313.499
15061937,318.661,321.72
15061939,328.326,324.145
15061941,314.963,319.615
15061942,317.275,314.875
15061944,306.914,305.216
15061945,299.298,304.501
15061946,317.142,313.248
15061948,320.407,318.114
15061949,314.373,309.65
15061951,298.945,304.495
15061952,301.595,311.033
15061953,333.208,326.39
15061958,325.124,321.36
15061960,318.23,323.545
15061961,332.883,326.261
15061962,321.444,313.369
15061963,328.111,324.146
15061965,316.944,317.538
15061966,302.175,312.925
15061967,310.652,316.217
15061968,308.352,314.612
15062036,315.074,314.108
15062038,299.553,304.528
15062039,313.651,311.049
15062046,304.818,306.344
15062050,308.458,304.27
15062051,299.098,304.413
15062067,262.497,266.925
15062069,314.173,309.552
15062071,320.395,318.633
15062080,317.186,312.894
15062092,320.309,318.062
15062094,332.761,326.286
15062097,319.853,317.413
15062099,318.742,315.361
15062100,281.585,283.149
15062101,319.66,316.48
15062102,303.834,301.799
15062103,327.01,323.616
15062105,333.018,326.269
15062106,328.15,324.139
15062107,325.972,322.711
15062108,328.654,324.109
15062109,299.361,304.518
15062111,313.294,308.804
15062112,332.947,326.224
15062114,328.137,318.713
15062117,299.321,304.446
15062118,299.14,304.447
15062122,281.162,294.562
15062124,319.078,317.904
15062126,326.188,320.657
15062130,323.014,311.151
15062136,280.953,288.428
15062137,328.159,324.142
15062138,330.319,324.306
15062139,289.922,301.281
15062142,290.189,291.894
15062145,308.913,309.223
15062146,318.277,320.049
15062149,290.145,301.348
15062150,310.399,313.542
15062151,310.393,315.22
15062152,328.579,324.066
15062153,328.37,324.098
15062331,301.006,299.788
15062332,300.52,299.745
15062333,323.111,319.693
15062334,300.128,299.326
15062335,287.016,296.044
15062337,299.511,304.536
15062338,299.314,300.684
15062346,309.91,311.104
15062347,319.931,319.865
15062348,299.023,304.418
15062349,307.379,311.415
15062350,314.742,309.949
15062351,317.968,313.846
15062353,314.724,319.71
15062354,299.281,304.411
15062356,318.036,320.051
15062357,332.706,326.191
15062358,328.284,324.137
15062360,261.814,266.362
15062361,313.338,308.75
15062363,313.154,311.004
15062366,312.464,312.707
15062367,328.772,318.685
15062368,299.247,304.495
15062369,290.22,301.425
15062370,307.103,311.378
