,BA,BB
15060021,317.898,320.035
15060025,319.982,317.466
15060027,322.792,319.77
15060039,314.118,311.054
15060042,314.175,313.964
15060056,297.328,308.342
15060063,281.689,292.439
15060070,333.024,326.263
15060081,314.996,311.945
15060085,291.067,304.354
15060087,332.838,326.257
15060097,304.782,304.044
15060102,319.533,318.01
15060112,320.319,318.09
15060114,292.812,290.731
15060120,305.081,317.762
15060121,320.074,319.879
15060122,300.155,299.276
15060138,314.9,311.239
15060160,281.831,288.452
15060187,308.573,309.788
15060188,325.259,321.112
15060190,311.692,312.779
15060191,316.771,318.488
15060214,325.493,319.776
15060313,265.361,265.372
15060320,314.619,319.332
15060345,299.103,304.504
15060383,265.207,265.599
15060420,299.229,304.391
15060543,318.238,308.472
15060570,304.315,303.081
15060797,281.356,285.984
15060846,299.851,299.144
15060907,307.887,297.254
15060910,247.854,259.564
15060933,317.939,308.364
15060964,313.674,311.543
15061007,313.858,312.1
15061011,319.839,317.392
15061122,300.38,299.232
15061204,289.638,294.733
15061213,313.949,310.981
15061215,313.675,310.866
15061216,273.797,293.647
15061225,292.677,290.996
15061226,301.814,304.947
15061228,313.674,312.012
15061237,317.832,308.678
15061256,310.873,312.478
15061257,318.305,313.947
15061259,333.048,326.268
15061260,319.701,317.419
15061262,320.219,318.492
15061263,321.271,316.205
15061264,313.076,313.08
15061265,318.109,321.722
15061270,319.841,316.52
15061273,317.753,321.559
15061274,301.794,312.219
15061277,304.923,295.785
15061282,292.238,291.609
15061283,320.277,318.104
15061286,288.02,296.841
15061288,313.679,311.447
15061289,313.69,310.952
15061290,307.07,306.73
15061291,317.904,315.415
15061293,320.661,319.181
15061295,317.166,315.422
15061296,317.246,314.875
15061298,315.619,316.9
15061299,292.722,291.762
15061303,321.509,313.46
15061307,313.558,312.239
15061312,317.045,315.297
15061313,316.884,318.533
15061314,280.927,296.862
15061317,319.704,318.526
15061318,312.482,319.574
15061319,320.281,317.432
15061320,300.563,286.082
15061323,292.807,291.807
15061324,297.602,291.004
15061329,307.341,311.826
15061334,312.952,319.201
15061335,318.613,322.073
15061337,319.933,317.597
15061338,333.299,326.337
15061340,332.503,326.159
15061344,317.525,315.404
15061345,299.025,303.967
15061346,299.412,304.528
15061347,318.317,314.406
15061348,320.548,318.107
15061349,313.337,314.275
15061350,317.204,315.336
15061352,328.338,324.165
15061353,320.403,318.114
15061355,320.473,318.373
15061356,300.381,299.29
15061357,307.5,311.384
15061358,319.724,317.441
15061360,320.528,318.131
15061364,320.482,318.107
15061365,313.84,310.914
15061367,313.9,311.107
15061369,319.772,319.349
15061376,299.189,304.411
15061378,318.395,322.086
15061380,317.625,314.008
15061382,292.919,291.953
15061383,320.285,318.066
15061384,332.883,326.244
15061388,317.043,319.995
15061390,328.828,324.233
15061391,328.43,324.137
15061392,307.964,308.566
15061394,320.516,318.655
15061396,320.13,318.494
15061404,328.781,324.191
