Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,C,Baya.LCH.C,BA,0.314
Baya,C,Baya.LCH.C,BA,0.271
Baya,C,Baya.LCH.C,BA,0.161
Baya,C,Baya.LCH.C,BA,0.2
Baya,C,Baya.LCH.C,BA,0.275
Baya,C,Baya.LCH.C,BA,0.317
Baya,C,Baya.LCH.C,BB,0.228
Baya,C,Baya.LCH.C,BB,0.145
Baya,C,Baya.LCH.C,BB,0.048
Baya,C,Baya.LCH.C,BB,0.275
Baya,C,Baya.LCH.C,BB,0.211
Baya,C,Baya.LCH.C,BB,0.207
Baya,C,Baya.LCH.C,BC,0.324
Baya,C,Baya.LCH.C,BC,0.159
Baya,C,Baya.LCH.C,BC,0.342
Baya,C,Baya.LCH.C,BC,0.289
Baya,C,Baya.LCH.C,BC,0.147
Baya,C,Baya.LCH.C,BC,0.191
Baya,C,Baya.LCH.C,BL,0.177
Baya,C,Baya.LCH.C,BL,0.188
Baya,C,Baya.LCH.C,BL,0.345
Baya,C,Baya.LCH.C,BL,0.255
Baya,C,Baya.LCH.C,BL,0.311
Baya,C,Baya.LCH.C,BL,0.186
Baya,C,Baya.LCH.C,BRR,0.257
Baya,C,Baya.LCH.C,BRR,0.308
Baya,C,Baya.LCH.C,BRR,0.207
Baya,C,Baya.LCH.C,BRR,0.24
Baya,C,Baya.LCH.C,BRR,0.263
Baya,C,Baya.LCH.C,BRR,0.222
Baya,C,Baya.LCH.C,GBLUP,0.414
Baya,C,Baya.LCH.C,GBLUP,0.219
Baya,C,Baya.LCH.C,GBLUP,0.091
Baya,C,Baya.LCH.C,GBLUP,0.191
Baya,C,Baya.LCH.C,GBLUP,0.357
Baya,C,Baya.LCH.C,GBLUP,0.158
Baya,C,Baya.LCH.C,EGBLUP,0.197
Baya,C,Baya.LCH.C,EGBLUP,0.366
Baya,C,Baya.LCH.C,EGBLUP,0.187
Baya,C,Baya.LCH.C,EGBLUP,0.192
Baya,C,Baya.LCH.C,EGBLUP,0.241
Baya,C,Baya.LCH.C,EGBLUP,0.216
Baya,C,Baya.LCH.C,RKHS,0.157
Baya,C,Baya.LCH.C,RKHS,0.228
Baya,C,Baya.LCH.C,RKHS,0.236
Baya,C,Baya.LCH.C,RKHS,0.273
Baya,C,Baya.LCH.C,RKHS,0.263
Baya,C,Baya.LCH.C,RKHS,0.169
Baya,H,Baya.LCH.H,BA,0.285
Baya,H,Baya.LCH.H,BA,0.123
Baya,H,Baya.LCH.H,BA,0.251
Baya,H,Baya.LCH.H,BA,0.166
Baya,H,Baya.LCH.H,BA,0.189
Baya,H,Baya.LCH.H,BA,0.275
Baya,H,Baya.LCH.H,BB,0.212
Baya,H,Baya.LCH.H,BB,0.148
Baya,H,Baya.LCH.H,BB,0.22
Baya,H,Baya.LCH.H,BB,0.152
Baya,H,Baya.LCH.H,BB,0.239
Baya,H,Baya.LCH.H,BB,0.232
Baya,H,Baya.LCH.H,BC,0.277
Baya,H,Baya.LCH.H,BC,0.024
Baya,H,Baya.LCH.H,BC,0.342
Baya,H,Baya.LCH.H,BC,0.198
Baya,H,Baya.LCH.H,BC,0.219
Baya,H,Baya.LCH.H,BC,0.22
Baya,H,Baya.LCH.H,BL,0.145
Baya,H,Baya.LCH.H,BL,0.293
Baya,H,Baya.LCH.H,BL,0.247
Baya,H,Baya.LCH.H,BL,0.337
Baya,H,Baya.LCH.H,BL,0.134
Baya,H,Baya.LCH.H,BL,0.199
Baya,H,Baya.LCH.H,BRR,0.231
Baya,H,Baya.LCH.H,BRR,0.262
Baya,H,Baya.LCH.H,BRR,0.142
Baya,H,Baya.LCH.H,BRR,0.203
Baya,H,Baya.LCH.H,BRR,0.201
Baya,H,Baya.LCH.H,BRR,0.212
Baya,H,Baya.LCH.H,GBLUP,0.237
Baya,H,Baya.LCH.H,GBLUP,0.272
Baya,H,Baya.LCH.H,GBLUP,0.086
Baya,H,Baya.LCH.H,GBLUP,0.304
Baya,H,Baya.LCH.H,GBLUP,0.088
Baya,H,Baya.LCH.H,GBLUP,0.185
Baya,H,Baya.LCH.H,EGBLUP,0.162
Baya,H,Baya.LCH.H,EGBLUP,0.129
Baya,H,Baya.LCH.H,EGBLUP,0.291
Baya,H,Baya.LCH.H,EGBLUP,0.236
Baya,H,Baya.LCH.H,EGBLUP,0.142
Baya,H,Baya.LCH.H,EGBLUP,0.218
Baya,H,Baya.LCH.H,RKHS,0.166
Baya,H,Baya.LCH.H,RKHS,0.263
Baya,H,Baya.LCH.H,RKHS,0.055
Baya,H,Baya.LCH.H,RKHS,0.176
Baya,H,Baya.LCH.H,RKHS,0.205
Baya,H,Baya.LCH.H,RKHS,0.217
Baya,L,Baya.LCH.L,BA,0.17
Baya,L,Baya.LCH.L,BA,0.252
Baya,L,Baya.LCH.L,BA,0.249
Baya,L,Baya.LCH.L,BA,0.302
Baya,L,Baya.LCH.L,BA,0.152
Baya,L,Baya.LCH.L,BA,0.254
Baya,L,Baya.LCH.L,BB,0.155
Baya,L,Baya.LCH.L,BB,0.201
Baya,L,Baya.LCH.L,BB,0.231
Baya,L,Baya.LCH.L,BB,0.145
Baya,L,Baya.LCH.L,BB,0.189
Baya,L,Baya.LCH.L,BB,0.068
Baya,L,Baya.LCH.L,BC,0.269
Baya,L,Baya.LCH.L,BC,0.121
Baya,L,Baya.LCH.L,BC,0.231
Baya,L,Baya.LCH.L,BC,0.123
Baya,L,Baya.LCH.L,BC,0.216
Baya,L,Baya.LCH.L,BC,0.161
Baya,L,Baya.LCH.L,BL,0.248
Baya,L,Baya.LCH.L,BL,0.173
Baya,L,Baya.LCH.L,BL,0.277
Baya,L,Baya.LCH.L,BL,0.13
Baya,L,Baya.LCH.L,BL,0.136
Baya,L,Baya.LCH.L,BL,0.376
Baya,L,Baya.LCH.L,BRR,0.193
Baya,L,Baya.LCH.L,BRR,0.222
Baya,L,Baya.LCH.L,BRR,0.263
Baya,L,Baya.LCH.L,BRR,0.068
