Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,L,Baya.LCH.L,BRR,0.219
Baya,L,Baya.LCH.L,BRR,0.321
Baya,L,Baya.LCH.L,GBLUP,0.161
Baya,L,Baya.LCH.L,GBLUP,0.187
Baya,L,Baya.LCH.L,GBLUP,0.181
Baya,L,Baya.LCH.L,GBLUP,0.242
Baya,L,Baya.LCH.L,GBLUP,0.195
Baya,L,Baya.LCH.L,GBLUP,0.211
Baya,L,Baya.LCH.L,EGBLUP,0.245
Baya,L,Baya.LCH.L,EGBLUP,0.227
Baya,L,Baya.LCH.L,EGBLUP,0.175
Baya,L,Baya.LCH.L,EGBLUP,0.223
Baya,L,Baya.LCH.L,EGBLUP,0.155
Baya,L,Baya.LCH.L,EGBLUP,0.158
Baya,L,Baya.LCH.L,RKHS,0.159
Baya,L,Baya.LCH.L,RKHS,0.197
Baya,L,Baya.LCH.L,RKHS,0.242
Baya,L,Baya.LCH.L,RKHS,0.126
Baya,L,Baya.LCH.L,RKHS,0.295
Baya,L,Baya.LCH.L,RKHS,0.197
PriBrote,C,PriBrote.LCH.C,BA,0.527
PriBrote,C,PriBrote.LCH.C,BA,0.475
PriBrote,C,PriBrote.LCH.C,BA,0.391
PriBrote,C,PriBrote.LCH.C,BA,0.458
PriBrote,C,PriBrote.LCH.C,BA,0.31
PriBrote,C,PriBrote.LCH.C,BA,0.557
PriBrote,C,PriBrote.LCH.C,BB,0.423
PriBrote,C,PriBrote.LCH.C,BB,0.387
PriBrote,C,PriBrote.LCH.C,BB,0.476
PriBrote,C,PriBrote.LCH.C,BB,0.417
PriBrote,C,PriBrote.LCH.C,BB,0.382
PriBrote,C,PriBrote.LCH.C,BB,0.597
PriBrote,C,PriBrote.LCH.C,BC,0.478
PriBrote,C,PriBrote.LCH.C,BC,0.426
PriBrote,C,PriBrote.LCH.C,BC,0.49
PriBrote,C,PriBrote.LCH.C,BC,0.52
PriBrote,C,PriBrote.LCH.C,BC,0.384
PriBrote,C,PriBrote.LCH.C,BC,0.384
PriBrote,C,PriBrote.LCH.C,BL,0.475
PriBrote,C,PriBrote.LCH.C,BL,0.419
PriBrote,C,PriBrote.LCH.C,BL,0.473
PriBrote,C,PriBrote.LCH.C,BL,0.534
PriBrote,C,PriBrote.LCH.C,BL,0.494
PriBrote,C,PriBrote.LCH.C,BL,0.381
PriBrote,C,PriBrote.LCH.C,BRR,0.534
PriBrote,C,PriBrote.LCH.C,BRR,0.435
PriBrote,C,PriBrote.LCH.C,BRR,0.485
PriBrote,C,PriBrote.LCH.C,BRR,0.48
PriBrote,C,PriBrote.LCH.C,BRR,0.45
PriBrote,C,PriBrote.LCH.C,BRR,0.503
PriBrote,C,PriBrote.LCH.C,GBLUP,0.351
PriBrote,C,PriBrote.LCH.C,GBLUP,0.345
PriBrote,C,PriBrote.LCH.C,GBLUP,0.317
PriBrote,C,PriBrote.LCH.C,GBLUP,0.342
PriBrote,C,PriBrote.LCH.C,GBLUP,0.284
PriBrote,C,PriBrote.LCH.C,GBLUP,0.342
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.446
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.589
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.405
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.435
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.456
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.522
PriBrote,C,PriBrote.LCH.C,RKHS,0.495
PriBrote,C,PriBrote.LCH.C,RKHS,0.5
PriBrote,C,PriBrote.LCH.C,RKHS,0.545
PriBrote,C,PriBrote.LCH.C,RKHS,0.49
PriBrote,C,PriBrote.LCH.C,RKHS,0.403
PriBrote,C,PriBrote.LCH.C,RKHS,0.523
PriBrote,H,PriBrote.LCH.H,,0
PriBrote,L,PriBrote.LCH.L,BA,0.366
PriBrote,L,PriBrote.LCH.L,BA,0.305
PriBrote,L,PriBrote.LCH.L,BA,0.351
PriBrote,L,PriBrote.LCH.L,BA,0.324
PriBrote,L,PriBrote.LCH.L,BA,0.27
PriBrote,L,PriBrote.LCH.L,BA,0.405
PriBrote,L,PriBrote.LCH.L,BB,0.328
PriBrote,L,PriBrote.LCH.L,BB,0.31
PriBrote,L,PriBrote.LCH.L,BB,0.329
PriBrote,L,PriBrote.LCH.L,BB,0.3
PriBrote,L,PriBrote.LCH.L,BB,0.285
PriBrote,L,PriBrote.LCH.L,BB,0.378
PriBrote,L,PriBrote.LCH.L,BC,0.299
PriBrote,L,PriBrote.LCH.L,BC,0.356
PriBrote,L,PriBrote.LCH.L,BC,0.347
PriBrote,L,PriBrote.LCH.L,BC,0.312
PriBrote,L,PriBrote.LCH.L,BC,0.313
PriBrote,L,PriBrote.LCH.L,BC,0.32
PriBrote,L,PriBrote.LCH.L,BL,0.305
PriBrote,L,PriBrote.LCH.L,BL,0.257
PriBrote,L,PriBrote.LCH.L,BL,0.428
PriBrote,L,PriBrote.LCH.L,BL,0.299
PriBrote,L,PriBrote.LCH.L,BL,0.277
PriBrote,L,PriBrote.LCH.L,BL,0.427
PriBrote,L,PriBrote.LCH.L,BRR,0.392
PriBrote,L,PriBrote.LCH.L,BRR,0.28
PriBrote,L,PriBrote.LCH.L,BRR,0.325
PriBrote,L,PriBrote.LCH.L,BRR,0.351
PriBrote,L,PriBrote.LCH.L,BRR,0.389
PriBrote,L,PriBrote.LCH.L,BRR,0.197
PriBrote,L,PriBrote.LCH.L,GBLUP,0.249
PriBrote,L,PriBrote.LCH.L,GBLUP,0.29
PriBrote,L,PriBrote.LCH.L,GBLUP,0.351
PriBrote,L,PriBrote.LCH.L,GBLUP,0.248
PriBrote,L,PriBrote.LCH.L,GBLUP,0.298
PriBrote,L,PriBrote.LCH.L,GBLUP,0.306
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.307
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.373
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.355
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.291
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.363
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.381
PriBrote,L,PriBrote.LCH.L,RKHS,0.373
PriBrote,L,PriBrote.LCH.L,RKHS,0.351
PriBrote,L,PriBrote.LCH.L,RKHS,0.371
PriBrote,L,PriBrote.LCH.L,RKHS,0.271
PriBrote,L,PriBrote.LCH.L,RKHS,0.386
PriBrote,L,PriBrote.LCH.L,RKHS,0.505
PriFlor,C,PriFlor.LCH.C,,0
PriFlor,H,PriFlor.LCH.H,,0
PriFlor,L,PriFlor.LCH.L,,0
PriTuber,C,PriTuber.LCH.C,,0
PriTuber,H,PriTuber.LCH.H,,0
PriTuber,L,PriTuber.LCH.L,,0
Pulpa,C,Pulpa.LCH.C,,0
Pulpa,H,Pulpa.LCH.H,,0
Pulpa,L,Pulpa.LCH.L,,0
SecBrote,C,SecBrote.LCH.C,,0
SecBrote,H,SecBrote.LCH.H,,0
SecBrote,L,SecBrote.LCH.L,,0
SecTuber,C,SecTuber.LCH.C,BA,0.124
SecTuber,C,SecTuber.LCH.C,BA,0.117
SecTuber,C,SecTuber.LCH.C,BA,0.201
SecTuber,C,SecTuber.LCH.C,BA,0.085
SecTuber,C,SecTuber.LCH.C,BA,0.109
SecTuber,C,SecTuber.LCH.C,BA,0.211
SecTuber,C,SecTuber.LCH.C,BB,0.043
SecTuber,C,SecTuber.LCH.C,BB,0.147
SecTuber,C,SecTuber.LCH.C,BB,0.224
SecTuber,C,SecTuber.LCH.C,BB,0.15
SecTuber,C,SecTuber.LCH.C,BB,0.108
SecTuber,C,SecTuber.LCH.C,BB,0.171
SecTuber,C,SecTuber.LCH.C,BC,0.255
SecTuber,C,SecTuber.LCH.C,BC,0.019
SecTuber,C,SecTuber.LCH.C,BC,0.136
SecTuber,C,SecTuber.LCH.C,BC,-0.021
SecTuber,C,SecTuber.LCH.C,BC,0.252
SecTuber,C,SecTuber.LCH.C,BC,0.168
SecTuber,C,SecTuber.LCH.C,BL,0.101
SecTuber,C,SecTuber.LCH.C,BL,0.101
SecTuber,C,SecTuber.LCH.C,BL,0.228
SecTuber,C,SecTuber.LCH.C,BL,0.198
SecTuber,C,SecTuber.LCH.C,BL,0.066
SecTuber,C,SecTuber.LCH.C,BL,0.162
SecTuber,C,SecTuber.LCH.C,BRR,-0.042
SecTuber,C,SecTuber.LCH.C,BRR,0.229
SecTuber,C,SecTuber.LCH.C,BRR,0.211
SecTuber,C,SecTuber.LCH.C,BRR,0.148
SecTuber,C,SecTuber.LCH.C,BRR,0.055
SecTuber,C,SecTuber.LCH.C,BRR,0.208
SecTuber,C,SecTuber.LCH.C,GBLUP,0.216
SecTuber,C,SecTuber.LCH.C,GBLUP,0.055
SecTuber,C,SecTuber.LCH.C,GBLUP,0.154
SecTuber,C,SecTuber.LCH.C,GBLUP,0.161
SecTuber,C,SecTuber.LCH.C,GBLUP,0.08
SecTuber,C,SecTuber.LCH.C,GBLUP,0.185
SecTuber,C,SecTuber.LCH.C,EGBLUP,0.134
SecTuber,C,SecTuber.LCH.C,EGBLUP,0.242
SecTuber,C,SecTuber.LCH.C,EGBLUP,0.098
SecTuber,C,SecTuber.LCH.C,EGBLUP,0.152
SecTuber,C,SecTuber.LCH.C,EGBLUP,0.105
SecTuber,C,SecTuber.LCH.C,EGBLUP,0.195
SecTuber,C,SecTuber.LCH.C,RKHS,0.078
SecTuber,C,SecTuber.LCH.C,RKHS,0.195
SecTuber,C,SecTuber.LCH.C,RKHS,0.202
SecTuber,C,SecTuber.LCH.C,RKHS,0.168
SecTuber,C,SecTuber.LCH.C,RKHS,0.221
SecTuber,C,SecTuber.LCH.C,RKHS,0.029
SecTuber,H,SecTuber.LCH.H,,0
SecTuber,L,SecTuber.LCH.L,,0
Tallo,C,Tallo.LCH.C,,0
Tallo,H,Tallo.LCH.H,,0
Tallo,L,Tallo.LCH.L,BA,0.367
Tallo,L,Tallo.LCH.L,BA,0.199
Tallo,L,Tallo.LCH.L,BA,0.137
Tallo,L,Tallo.LCH.L,BA,0.203
Tallo,L,Tallo.LCH.L,BA,0.26
Tallo,L,Tallo.LCH.L,BA,0.234
Tallo,L,Tallo.LCH.L,BB,0.176
Tallo,L,Tallo.LCH.L,BB,0.252
Tallo,L,Tallo.LCH.L,BB,0.297
Tallo,L,Tallo.LCH.L,BB,0.259
Tallo,L,Tallo.LCH.L,BB,0.313
Tallo,L,Tallo.LCH.L,BB,0.151
Tallo,L,Tallo.LCH.L,BC,0.222
Tallo,L,Tallo.LCH.L,BC,0.286
Tallo,L,Tallo.LCH.L,BC,0.22
Tallo,L,Tallo.LCH.L,BC,0.168
Tallo,L,Tallo.LCH.L,BC,0.281
Tallo,L,Tallo.LCH.L,BC,0.269
Tallo,L,Tallo.LCH.L,BL,0.138
Tallo,L,Tallo.LCH.L,BL,0.148
Tallo,L,Tallo.LCH.L,BL,0.329
Tallo,L,Tallo.LCH.L,BL,0.293
Tallo,L,Tallo.LCH.L,BL,0.229
Tallo,L,Tallo.LCH.L,BL,0.221
Tallo,L,Tallo.LCH.L,BRR,0.174
Tallo,L,Tallo.LCH.L,BRR,0.165
Tallo,L,Tallo.LCH.L,BRR,0.34
Tallo,L,Tallo.LCH.L,BRR,0.204
Tallo,L,Tallo.LCH.L,BRR,0.279
Tallo,L,Tallo.LCH.L,BRR,0.2
Tallo,L,Tallo.LCH.L,GBLUP,0.29
Tallo,L,Tallo.LCH.L,GBLUP,0.181
Tallo,L,Tallo.LCH.L,GBLUP,0.306
Tallo,L,Tallo.LCH.L,GBLUP,0.112
Tallo,L,Tallo.LCH.L,GBLUP,0.281
Tallo,L,Tallo.LCH.L,GBLUP,0.315
Tallo,L,Tallo.LCH.L,EGBLUP,0.247
Tallo,L,Tallo.LCH.L,EGBLUP,0.216
Tallo,L,Tallo.LCH.L,EGBLUP,0.262
Tallo,L,Tallo.LCH.L,EGBLUP,0.232
Tallo,L,Tallo.LCH.L,EGBLUP,0.249
Tallo,L,Tallo.LCH.L,EGBLUP,0.321
Tallo,L,Tallo.LCH.L,RKHS,0.229
Tallo,L,Tallo.LCH.L,RKHS,0.382
Tallo,L,Tallo.LCH.L,RKHS,0.283
Tallo,L,Tallo.LCH.L,RKHS,0.402
Tallo,L,Tallo.LCH.L,RKHS,0.263
Tallo,L,Tallo.LCH.L,RKHS,0.187
