X5.85,X4.59,X5.2,X6.2,X4.37,X0.53,X6.48,X2.98,X1.33,X1.01,X0.73,X8.19
5.85,4.59,5.2,6.2,4.37,0.53,6.48,2.98,1.33,1.01,0.73,8.19
