,BA,BB
15061724,19.473,18.984
15061725,27.531,26.781
15061726,25.732,22.822
15061729,16.866,16.27
15061730,16.877,15.901
15061733,18.261,18.523
15061734,17.58,17.303
15061735,27.831,26.893
15061736,17.035,15.816
15061737,17.049,15.905
15061738,17.711,17.335
15061740,21.482,23.176
15061742,43.531,43.569
15061744,43.692,43.635
15061747,37.8,38.328
15061751,37.361,37.427
15061752,21.274,22.924
15061753,17.516,17.322
15061754,42.89,43.404
15061755,31.427,30.344
15061756,31.231,30.483
15061757,27.51,26.303
15061758,40.149,40.253
15061759,40.027,40.05
15061760,17.447,16.88
15061762,22.992,23.037
15061765,39.29,38.602
15061766,44.387,44.374
15061767,41.837,42.82
15061769,38.312,35.965
15061771,17.308,16.874
15061772,42.285,43.436
15061773,19.336,16.497
15061777,27.526,26.161
15061778,17.703,17.372
15061784,17.692,17.362
15061785,41.25,43.383
15061788,24.435,23.134
15061790,27.789,26.522
15061795,21.531,22.469
15061797,17.777,17.422
15061798,42.586,41.602
15061800,37.608,37.329
15061801,40.225,40.42
15061808,40.322,40.46
15061811,41.26,41.405
15061813,38.16,37.452
15061815,39.821,40.499
15061826,42.405,41.747
15061905,43.158,43.261
15061906,19.183,18.494
15061908,29.368,28.226
15061909,41.107,40.377
15061910,39.906,39.978
15061911,45.473,45.308
15061912,40.984,41.648
15061915,45.396,45.118
15061917,43.281,43.092
15061918,37.666,37.413
15061926,39.883,40.01
15061927,24.2,24.595
15061928,23.887,23.362
15061929,29.719,28.163
15061930,37.138,37.074
15061933,34.06,33.733
15061934,17.489,17.041
15061935,45.323,45.092
15061937,41.452,43.207
15061939,17.933,17.487
15061941,40.237,40.788
15061942,28.044,28.621
15061944,36.045,34.596
15061945,42.902,42.882
15061946,22.38,22.516
15061948,34.051,33.641
15061949,39.219,40.547
15061951,43.054,43.028
15061952,16.899,16.138
15061953,15.89,16.022
15061958,32.728,34.569
15061960,18.578,18.308
15061961,15.721,15.58
15061962,45.545,45.11
15061963,17.624,17.387
15061965,40.168,41.033
15061966,20.623,20.77
15061967,25.783,25.235
15061968,27.69,26.29
15062036,27.526,26.624
15062038,43.395,43.507
15062039,43.696,43.421
15062046,41.304,41.719
15062050,38.735,42.168
15062051,42.793,42.523
15062067,40.113,40.413
15062069,24.564,22.843
15062071,38.11,38.37
15062080,33.154,33.834
15062092,34.338,33.658
15062094,15.68,15.484
15062097,41.758,41.579
15062099,40.443,40.105
15062100,37.09,33.258
15062101,27.201,27.053
15062102,39.07,38.908
15062103,25.598,29.427
15062105,15.901,15.92
15062106,17.126,16.354
15062107,37.041,38.97
15062108,17.698,17.358
15062109,43.292,43.261
15062111,30.175,28.926
15062112,15.887,15.49
15062114,16.546,16.096
15062117,42.838,42.901
15062118,43.021,42.942
15062122,14.488,15.166
15062124,38.914,38.561
15062126,21.07,21.039
15062130,37.965,38.847
15062136,17.064,14.95
15062137,16.929,16.163
15062138,19.747,19.763
15062139,27.643,26.758
15062142,43.093,43.98
15062145,25.619,25.159
15062146,20.91,22.102
15062149,27.933,26.857
15062150,26.272,23.011
15062151,18.449,17.702
15062152,17.739,17.491
15062153,17.661,17.435
15062331,37.374,37.017
15062332,37.011,37.19
15062333,22.103,23.567
15062334,37.031,37.105
15062335,36.02,36.526
15062337,43.313,43.07
15062338,43.136,43.009
15062346,35.408,34.265
15062347,42.004,42.95
15062348,43.055,43.138
15062349,30.941,29.796
15062350,39.667,40.944
15062351,23.167,23.241
15062353,40.477,40.8
15062354,42.849,42.907
15062356,21.161,22.016
15062357,15.864,15.629
15062358,17.769,17.375
15062360,39.936,40.353
15062361,30.492,29.4
15062363,43.428,43.372
15062366,43.551,45.401
15062367,16.92,16.386
15062368,43.02,43.044
15062369,27.842,26.847
15062370,30.792,30.187
