Prefix,HCL_component,Traits,Models,Predictive_ability
CPulpa,C,CPulpa.C,BC,0.363
CPulpa,C,CPulpa.C,BL,0.401
CPulpa,C,CPulpa.C,BL,0.44
CPulpa,C,CPulpa.C,BL,0.473
CPulpa,C,CPulpa.C,BL,0.409
CPulpa,C,CPulpa.C,BRR,0.307
CPulpa,C,CPulpa.C,BRR,0.356
CPulpa,C,CPulpa.C,BRR,0.4
CPulpa,C,CPulpa.C,BRR,0.408
CPulpa,C,CPulpa.C,GBLUP,0.364
CPulpa,C,CPulpa.C,GBLUP,0.364
CPulpa,C,CPulpa.C,GBLUP,0.368
CPulpa,C,CPulpa.C,GBLUP,0.32
CPulpa,C,CPulpa.C,EGBLUP,0.393
CPulpa,C,CPulpa.C,EGBLUP,0.477
CPulpa,C,CPulpa.C,EGBLUP,0.368
CPulpa,C,CPulpa.C,EGBLUP,0.318
CPulpa,C,CPulpa.C,RKHS,0.383
CPulpa,C,CPulpa.C,RKHS,0.382
CPulpa,C,CPulpa.C,RKHS,0.362
CPulpa,C,CPulpa.C,RKHS,0.372
CPulpa,C,CPulpa.C,Lasso,0.257
CPulpa,C,CPulpa.C,Lasso,0.43
CPulpa,C,CPulpa.C,Lasso,0.444
CPulpa,C,CPulpa.C,Lasso,0.359
CPulpa,C,CPulpa.C,RR,0.406
CPulpa,C,CPulpa.C,RR,0.445
CPulpa,C,CPulpa.C,RR,0.372
CPulpa,C,CPulpa.C,RR,0.369
CPulpa,C,CPulpa.C,SVM,0.428
CPulpa,C,CPulpa.C,SVM,0.318
CPulpa,C,CPulpa.C,SVM,0.441
CPulpa,C,CPulpa.C,SVM,0.436
CPulpa,C,CPulpa.C,RF,0.426
CPulpa,C,CPulpa.C,RF,0.476
CPulpa,C,CPulpa.C,RF,0.419
CPulpa,C,CPulpa.C,RF,0.386
CPulpa,H,CPulpa.H,BA,0.378
CPulpa,H,CPulpa.H,BA,0.331
CPulpa,H,CPulpa.H,BA,0.32
CPulpa,H,CPulpa.H,BA,0.395
CPulpa,H,CPulpa.H,BB,0.307
CPulpa,H,CPulpa.H,BB,0.365
CPulpa,H,CPulpa.H,BB,0.273
CPulpa,H,CPulpa.H,BB,0.322
CPulpa,H,CPulpa.H,BC,0.318
CPulpa,H,CPulpa.H,BC,0.335
CPulpa,H,CPulpa.H,BC,0.293
CPulpa,H,CPulpa.H,BC,0.266
CPulpa,H,CPulpa.H,BL,0.286
CPulpa,H,CPulpa.H,BL,0.345
CPulpa,H,CPulpa.H,BL,0.364
CPulpa,H,CPulpa.H,BL,0.39
CPulpa,H,CPulpa.H,BRR,0.345
CPulpa,H,CPulpa.H,BRR,0.345
CPulpa,H,CPulpa.H,BRR,0.303
CPulpa,H,CPulpa.H,BRR,0.347
CPulpa,H,CPulpa.H,GBLUP,0.41
CPulpa,H,CPulpa.H,GBLUP,0.323
CPulpa,H,CPulpa.H,GBLUP,0.362
CPulpa,H,CPulpa.H,GBLUP,0.364
CPulpa,H,CPulpa.H,EGBLUP,0.383
CPulpa,H,CPulpa.H,EGBLUP,0.421
CPulpa,H,CPulpa.H,EGBLUP,0.418
CPulpa,H,CPulpa.H,EGBLUP,0.326
CPulpa,H,CPulpa.H,RKHS,0.296
CPulpa,H,CPulpa.H,RKHS,0.255
CPulpa,H,CPulpa.H,RKHS,0.356
CPulpa,H,CPulpa.H,RKHS,0.314
CPulpa,H,CPulpa.H,Lasso,0.297
CPulpa,H,CPulpa.H,Lasso,0.302
CPulpa,H,CPulpa.H,Lasso,0.199
CPulpa,H,CPulpa.H,Lasso,0.226
CPulpa,H,CPulpa.H,RR,0.258
CPulpa,H,CPulpa.H,RR,0.324
CPulpa,H,CPulpa.H,RR,0.319
CPulpa,H,CPulpa.H,RR,0.359
CPulpa,H,CPulpa.H,SVM,0.389
CPulpa,H,CPulpa.H,SVM,0.352
CPulpa,H,CPulpa.H,SVM,0.326
CPulpa,H,CPulpa.H,SVM,0.376
CPulpa,H,CPulpa.H,RF,0.339
CPulpa,H,CPulpa.H,RF,0.342
CPulpa,H,CPulpa.H,RF,0.434
CPulpa,H,CPulpa.H,RF,0.393
CPulpa,L,CPulpa.L,BA,0.308
CPulpa,L,CPulpa.L,BA,0.343
CPulpa,L,CPulpa.L,BA,0.352
CPulpa,L,CPulpa.L,BA,0.36
CPulpa,L,CPulpa.L,BB,0.436
CPulpa,L,CPulpa.L,BB,0.398
CPulpa,L,CPulpa.L,BB,0.329
CPulpa,L,CPulpa.L,BB,0.434
CPulpa,L,CPulpa.L,BC,0.365
CPulpa,L,CPulpa.L,BC,0.384
CPulpa,L,CPulpa.L,BC,0.353
CPulpa,L,CPulpa.L,BC,0.433
CPulpa,L,CPulpa.L,BL,0.335
CPulpa,L,CPulpa.L,BL,0.459
CPulpa,L,CPulpa.L,BL,0.372
CPulpa,L,CPulpa.L,BL,0.441
CPulpa,L,CPulpa.L,BRR,0.332
CPulpa,L,CPulpa.L,BRR,0.394
CPulpa,L,CPulpa.L,BRR,0.456
CPulpa,L,CPulpa.L,BRR,0.432
CPulpa,L,CPulpa.L,GBLUP,0.427
CPulpa,L,CPulpa.L,GBLUP,0.338
CPulpa,L,CPulpa.L,GBLUP,0.408
CPulpa,L,CPulpa.L,GBLUP,0.428
CPulpa,L,CPulpa.L,EGBLUP,0.381
CPulpa,L,CPulpa.L,EGBLUP,0.323
CPulpa,L,CPulpa.L,EGBLUP,0.41
CPulpa,L,CPulpa.L,EGBLUP,0.393
CPulpa,L,CPulpa.L,RKHS,0.379
CPulpa,L,CPulpa.L,RKHS,0.338
CPulpa,L,CPulpa.L,RKHS,0.387
CPulpa,L,CPulpa.L,RKHS,0.348
CPulpa,L,CPulpa.L,Lasso,0.401
CPulpa,L,CPulpa.L,Lasso,0.225
CPulpa,L,CPulpa.L,Lasso,0.397
CPulpa,L,CPulpa.L,Lasso,0.291
CPulpa,L,CPulpa.L,RR,0.394
CPulpa,L,CPulpa.L,RR,0.344
CPulpa,L,CPulpa.L,RR,0.376
CPulpa,L,CPulpa.L,RR,0.394
CPulpa,L,CPulpa.L,SVM,0.434
CPulpa,L,CPulpa.L,SVM,0.414
CPulpa,L,CPulpa.L,SVM,0.388
CPulpa,L,CPulpa.L,SVM,0.425
CPulpa,L,CPulpa.L,RF,0.398
CPulpa,L,CPulpa.L,RF,0.41
CPulpa,L,CPulpa.L,RF,0.387
CPulpa,L,CPulpa.L,RF,0.368
CSBrote,C,CSBrote.C,BA,0.037
CSBrote,C,CSBrote.C,BA,0.061
CSBrote,C,CSBrote.C,BA,0.047
CSBrote,C,CSBrote.C,BA,0.045
CSBrote,C,CSBrote.C,BB,0.057
CSBrote,C,CSBrote.C,BB,0.068
CSBrote,C,CSBrote.C,BB,0.049
CSBrote,C,CSBrote.C,BB,0.087
CSBrote,C,CSBrote.C,BC,0.085
CSBrote,C,CSBrote.C,BC,0.094
CSBrote,C,CSBrote.C,BC,0.072
CSBrote,C,CSBrote.C,BC,0.085
CSBrote,C,CSBrote.C,BL,0.113
CSBrote,C,CSBrote.C,BL,0.102
CSBrote,C,CSBrote.C,BL,0.059
CSBrote,C,CSBrote.C,BL,0.063
CSBrote,C,CSBrote.C,BRR,0.255
CSBrote,C,CSBrote.C,BRR,0.164
CSBrote,C,CSBrote.C,BRR,0.106
CSBrote,C,CSBrote.C,BRR,0.102
CSBrote,C,CSBrote.C,GBLUP,-0.067
CSBrote,C,CSBrote.C,GBLUP,-0.043
CSBrote,C,CSBrote.C,GBLUP,0.048
CSBrote,C,CSBrote.C,GBLUP,0.055
CSBrote,C,CSBrote.C,EGBLUP,0.098
CSBrote,C,CSBrote.C,EGBLUP,0.113
CSBrote,C,CSBrote.C,EGBLUP,0.072
CSBrote,C,CSBrote.C,EGBLUP,0.085
CSBrote,C,CSBrote.C,RKHS,0.138
CSBrote,C,CSBrote.C,RKHS,0.136
CSBrote,C,CSBrote.C,RKHS,0.086
CSBrote,C,CSBrote.C,RKHS,0.083
CSBrote,C,CSBrote.C,Lasso,0.036
CSBrote,C,CSBrote.C,Lasso,0.135
CSBrote,C,CSBrote.C,Lasso,NA
CSBrote,C,CSBrote.C,Lasso,NA
CSBrote,C,CSBrote.C,RR,0.145
CSBrote,C,CSBrote.C,RR,0.137
CSBrote,C,CSBrote.C,RR,0.05
CSBrote,C,CSBrote.C,RR,0.04
CSBrote,C,CSBrote.C,SVM,0.156
CSBrote,C,CSBrote.C,SVM,0.06
CSBrote,C,CSBrote.C,SVM,-0.065
CSBrote,C,CSBrote.C,SVM,0.039
CSBrote,C,CSBrote.C,RF,0.122
CSBrote,C,CSBrote.C,RF,0.061
CSBrote,C,CSBrote.C,RF,0.067
CSBrote,C,CSBrote.C,RF,0.047
CSBrote,H,CSBrote.H,BA,0.096
CSBrote,H,CSBrote.H,BA,0.102
CSBrote,H,CSBrote.H,BA,0.162
CSBrote,H,CSBrote.H,BA,0.187
CSBrote,H,CSBrote.H,BB,0.033
CSBrote,H,CSBrote.H,BB,0.027
CSBrote,H,CSBrote.H,BB,0.091
CSBrote,H,CSBrote.H,BB,0.077
CSBrote,H,CSBrote.H,BC,0.077
CSBrote,H,CSBrote.H,BC,0.062
CSBrote,H,CSBrote.H,BC,0.033
CSBrote,H,CSBrote.H,BC,-0.003
CSBrote,H,CSBrote.H,BL,0.067
CSBrote,H,CSBrote.H,BL,0.055
CSBrote,H,CSBrote.H,BL,0.12
CSBrote,H,CSBrote.H,BL,0.183
CSBrote,H,CSBrote.H,BRR,0.048
CSBrote,H,CSBrote.H,BRR,0.071
CSBrote,H,CSBrote.H,BRR,0.089
CSBrote,H,CSBrote.H,BRR,0.101
CSBrote,H,CSBrote.H,GBLUP,-0.076
CSBrote,H,CSBrote.H,GBLUP,-0.066
CSBrote,H,CSBrote.H,GBLUP,0.017
CSBrote,H,CSBrote.H,GBLUP,NA
CSBrote,H,CSBrote.H,EGBLUP,0.071
CSBrote,H,CSBrote.H,EGBLUP,0.09
CSBrote,H,CSBrote.H,EGBLUP,0.063
CSBrote,H,CSBrote.H,EGBLUP,0.059
CSBrote,H,CSBrote.H,RKHS,0.097
CSBrote,H,CSBrote.H,RKHS,0.085
CSBrote,H,CSBrote.H,RKHS,0.057
CSBrote,H,CSBrote.H,RKHS,0.044
CSBrote,H,CSBrote.H,Lasso,0.068
CSBrote,H,CSBrote.H,Lasso,-0.087
CSBrote,H,CSBrote.H,Lasso,NA
CSBrote,H,CSBrote.H,Lasso,NA
CSBrote,H,CSBrote.H,RR,NA
CSBrote,H,CSBrote.H,RR,NA
CSBrote,H,CSBrote.H,RR,0.077
CSBrote,H,CSBrote.H,RR,0.049
CSBrote,H,CSBrote.H,SVM,0.068
CSBrote,H,CSBrote.H,SVM,0.028
CSBrote,H,CSBrote.H,SVM,0.008
CSBrote,H,CSBrote.H,SVM,0.03
CSBrote,H,CSBrote.H,RF,0.104
CSBrote,H,CSBrote.H,RF,0.05
CSBrote,H,CSBrote.H,RF,0.021
CSBrote,H,CSBrote.H,RF,0.084
CSBrote,L,CSBrote.L,BA,-0.019
CSBrote,L,CSBrote.L,BA,-0.018
CSBrote,L,CSBrote.L,BA,0.04
CSBrote,L,CSBrote.L,BA,0.077
CSBrote,L,CSBrote.L,BB,0.056
CSBrote,L,CSBrote.L,BB,0.028
CSBrote,L,CSBrote.L,BB,0.071
CSBrote,L,CSBrote.L,BB,0.077
CSBrote,L,CSBrote.L,BC,0.128
CSBrote,L,CSBrote.L,BC,0.118
CSBrote,L,CSBrote.L,BC,0.153
CSBrote,L,CSBrote.L,BC,0.147
CSBrote,L,CSBrote.L,BL,0.093
CSBrote,L,CSBrote.L,BL,0.116
CSBrote,L,CSBrote.L,BL,0.002
CSBrote,L,CSBrote.L,BL,0.005
CSBrote,L,CSBrote.L,BRR,0.086
CSBrote,L,CSBrote.L,BRR,0.116
CSBrote,L,CSBrote.L,BRR,0.097
CSBrote,L,CSBrote.L,BRR,0.077
CSBrote,L,CSBrote.L,GBLUP,0.073
CSBrote,L,CSBrote.L,GBLUP,NA
CSBrote,L,CSBrote.L,GBLUP,0.097
CSBrote,L,CSBrote.L,GBLUP,0.099
CSBrote,L,CSBrote.L,EGBLUP,0.065
CSBrote,L,CSBrote.L,EGBLUP,0.077
CSBrote,L,CSBrote.L,EGBLUP,0.008
CSBrote,L,CSBrote.L,EGBLUP,0.061
CSBrote,L,CSBrote.L,RKHS,0.07
CSBrote,L,CSBrote.L,RKHS,0.084
CSBrote,L,CSBrote.L,RKHS,0.077
CSBrote,L,CSBrote.L,RKHS,0.096
CSBrote,L,CSBrote.L,Lasso,-0.109
CSBrote,L,CSBrote.L,Lasso,NA
CSBrote,L,CSBrote.L,Lasso,NA
CSBrote,L,CSBrote.L,Lasso,0.15
CSBrote,L,CSBrote.L,RR,0.121
CSBrote,L,CSBrote.L,RR,0.156
CSBrote,L,CSBrote.L,RR,0.132
CSBrote,L,CSBrote.L,RR,0.073
CSBrote,L,CSBrote.L,SVM,-0.008
CSBrote,L,CSBrote.L,SVM,0.038
CSBrote,L,CSBrote.L,SVM,0.001
CSBrote,L,CSBrote.L,SVM,0.034
CSBrote,L,CSBrote.L,RF,0.09
CSBrote,L,CSBrote.L,RF,0.128
CSBrote,L,CSBrote.L,RF,0.112
CSBrote,L,CSBrote.L,RF,0.086
CSPulpa,C,CSPulpa.C,BA,0.19
CSPulpa,C,CSPulpa.C,BA,0.239
CSPulpa,C,CSPulpa.C,BA,0.129
CSPulpa,C,CSPulpa.C,BA,0.144
CSPulpa,C,CSPulpa.C,BB,0.209
CSPulpa,C,CSPulpa.C,BB,0.192
CSPulpa,C,CSPulpa.C,BB,0.114
CSPulpa,C,CSPulpa.C,BB,0.065
CSPulpa,C,CSPulpa.C,BC,0.165
CSPulpa,C,CSPulpa.C,BC,0.209
CSPulpa,C,CSPulpa.C,BC,0.051
CSPulpa,C,CSPulpa.C,BC,0.08
CSPulpa,C,CSPulpa.C,BL,0.227
CSPulpa,C,CSPulpa.C,BL,0.155
CSPulpa,C,CSPulpa.C,BL,0.244
CSPulpa,C,CSPulpa.C,BL,0.16
CSPulpa,C,CSPulpa.C,BRR,0.203
CSPulpa,C,CSPulpa.C,BRR,0.199
CSPulpa,C,CSPulpa.C,BRR,0.127
CSPulpa,C,CSPulpa.C,BRR,0.11
CSPulpa,C,CSPulpa.C,GBLUP,0.107
CSPulpa,C,CSPulpa.C,GBLUP,0.151
CSPulpa,C,CSPulpa.C,GBLUP,0.12
CSPulpa,C,CSPulpa.C,GBLUP,0.16
CSPulpa,C,CSPulpa.C,EGBLUP,0.05
CSPulpa,C,CSPulpa.C,EGBLUP,0.084
CSPulpa,C,CSPulpa.C,EGBLUP,0.19
CSPulpa,C,CSPulpa.C,EGBLUP,0.169
CSPulpa,C,CSPulpa.C,RKHS,0.171
CSPulpa,C,CSPulpa.C,RKHS,0.21
CSPulpa,C,CSPulpa.C,RKHS,0.19
CSPulpa,C,CSPulpa.C,RKHS,0.117
CSPulpa,C,CSPulpa.C,Lasso,0.08
CSPulpa,C,CSPulpa.C,Lasso,0.123
CSPulpa,C,CSPulpa.C,Lasso,0.022
CSPulpa,C,CSPulpa.C,Lasso,0.097
CSPulpa,C,CSPulpa.C,RR,0.137
CSPulpa,C,CSPulpa.C,RR,0.167
CSPulpa,C,CSPulpa.C,RR,0.163
CSPulpa,C,CSPulpa.C,RR,0.115
CSPulpa,C,CSPulpa.C,SVM,-0.005
CSPulpa,C,CSPulpa.C,SVM,0.095
CSPulpa,C,CSPulpa.C,SVM,0.121
CSPulpa,C,CSPulpa.C,SVM,0.118
CSPulpa,C,CSPulpa.C,RF,0.168
CSPulpa,C,CSPulpa.C,RF,0.153
CSPulpa,C,CSPulpa.C,RF,0.192
CSPulpa,C,CSPulpa.C,RF,0.131
CSPulpa,H,CSPulpa.H,BA,0.148
CSPulpa,H,CSPulpa.H,BA,0.134
CSPulpa,H,CSPulpa.H,BA,0.105
CSPulpa,H,CSPulpa.H,BA,0.149
CSPulpa,H,CSPulpa.H,BB,0.142
CSPulpa,H,CSPulpa.H,BB,0.083
CSPulpa,H,CSPulpa.H,BB,0.185
CSPulpa,H,CSPulpa.H,BB,0.124
CSPulpa,H,CSPulpa.H,BC,0.063
CSPulpa,H,CSPulpa.H,BC,0.075
CSPulpa,H,CSPulpa.H,BC,0.151
CSPulpa,H,CSPulpa.H,BC,0.091
CSPulpa,H,CSPulpa.H,BL,0.058
CSPulpa,H,CSPulpa.H,BL,0.042
CSPulpa,H,CSPulpa.H,BL,0.106
CSPulpa,H,CSPulpa.H,BL,0.102
CSPulpa,H,CSPulpa.H,BRR,0.109
CSPulpa,H,CSPulpa.H,BRR,0.153
CSPulpa,H,CSPulpa.H,BRR,0.148
CSPulpa,H,CSPulpa.H,BRR,0.144
CSPulpa,H,CSPulpa.H,GBLUP,0.091
CSPulpa,H,CSPulpa.H,GBLUP,NA
CSPulpa,H,CSPulpa.H,GBLUP,0.143
CSPulpa,H,CSPulpa.H,GBLUP,0.115
CSPulpa,H,CSPulpa.H,EGBLUP,0.147
CSPulpa,H,CSPulpa.H,EGBLUP,0.157
CSPulpa,H,CSPulpa.H,EGBLUP,0.156
CSPulpa,H,CSPulpa.H,EGBLUP,0.136
CSPulpa,H,CSPulpa.H,RKHS,0.152
CSPulpa,H,CSPulpa.H,RKHS,0.178
CSPulpa,H,CSPulpa.H,RKHS,0.168
CSPulpa,H,CSPulpa.H,RKHS,0.161
CSPulpa,H,CSPulpa.H,Lasso,NA
CSPulpa,H,CSPulpa.H,Lasso,0.017
CSPulpa,H,CSPulpa.H,Lasso,0.053
CSPulpa,H,CSPulpa.H,Lasso,NA
CSPulpa,H,CSPulpa.H,RR,0.119
CSPulpa,H,CSPulpa.H,RR,0.135
CSPulpa,H,CSPulpa.H,RR,0.182
CSPulpa,H,CSPulpa.H,RR,0.167
CSPulpa,H,CSPulpa.H,SVM,-0.009
CSPulpa,H,CSPulpa.H,SVM,0.037
CSPulpa,H,CSPulpa.H,SVM,0.072
CSPulpa,H,CSPulpa.H,SVM,0.097
CSPulpa,H,CSPulpa.H,RF,0.216
CSPulpa,H,CSPulpa.H,RF,0.173
CSPulpa,H,CSPulpa.H,RF,0.12
CSPulpa,H,CSPulpa.H,RF,0.092
CSPulpa,L,CSPulpa.L,BA,0.021
CSPulpa,L,CSPulpa.L,BA,0.077
CSPulpa,L,CSPulpa.L,BA,0.04
CSPulpa,L,CSPulpa.L,BA,0.021
CSPulpa,L,CSPulpa.L,BB,0.137
CSPulpa,L,CSPulpa.L,BB,0.117
CSPulpa,L,CSPulpa.L,BB,0.082
CSPulpa,L,CSPulpa.L,BB,0.018
CSPulpa,L,CSPulpa.L,BC,0.073
CSPulpa,L,CSPulpa.L,BC,0.09
CSPulpa,L,CSPulpa.L,BC,0.101
CSPulpa,L,CSPulpa.L,BC,0.085
CSPulpa,L,CSPulpa.L,BL,0.013
CSPulpa,L,CSPulpa.L,BL,0.039
CSPulpa,L,CSPulpa.L,BL,0.151
CSPulpa,L,CSPulpa.L,BL,0.128
CSPulpa,L,CSPulpa.L,BRR,0
CSPulpa,L,CSPulpa.L,BRR,0.024
CSPulpa,L,CSPulpa.L,BRR,0.109
CSPulpa,L,CSPulpa.L,BRR,0.093
CSPulpa,L,CSPulpa.L,GBLUP,0.071
CSPulpa,L,CSPulpa.L,GBLUP,NA
CSPulpa,L,CSPulpa.L,GBLUP,NA
CSPulpa,L,CSPulpa.L,GBLUP,0.112
CSPulpa,L,CSPulpa.L,EGBLUP,0.054
CSPulpa,L,CSPulpa.L,EGBLUP,0.048
CSPulpa,L,CSPulpa.L,EGBLUP,-0.031
CSPulpa,L,CSPulpa.L,EGBLUP,-0.053
CSPulpa,L,CSPulpa.L,RKHS,0.013
CSPulpa,L,CSPulpa.L,RKHS,0.046
CSPulpa,L,CSPulpa.L,RKHS,0.036
CSPulpa,L,CSPulpa.L,RKHS,0.054
CSPulpa,L,CSPulpa.L,Lasso,NA
CSPulpa,L,CSPulpa.L,Lasso,NA
CSPulpa,L,CSPulpa.L,Lasso,0.005
CSPulpa,L,CSPulpa.L,Lasso,NA
CSPulpa,L,CSPulpa.L,RR,0.032
CSPulpa,L,CSPulpa.L,RR,0.045
CSPulpa,L,CSPulpa.L,RR,0.076
CSPulpa,L,CSPulpa.L,RR,0.086
CSPulpa,L,CSPulpa.L,SVM,0.05
CSPulpa,L,CSPulpa.L,SVM,0.043
CSPulpa,L,CSPulpa.L,SVM,0.078
CSPulpa,L,CSPulpa.L,SVM,0.096
CSPulpa,L,CSPulpa.L,RF,0.098
CSPulpa,L,CSPulpa.L,RF,0.074
CSPulpa,L,CSPulpa.L,RF,-0.024
CSPulpa,L,CSPulpa.L,RF,-0.032
CSTuber,C,CSTuber.C,BA,0.176
CSTuber,C,CSTuber.C,BA,0.227
CSTuber,C,CSTuber.C,BA,0.18
CSTuber,C,CSTuber.C,BA,0.146
CSTuber,C,CSTuber.C,BB,0.192
CSTuber,C,CSTuber.C,BB,0.229
CSTuber,C,CSTuber.C,BB,0.191
CSTuber,C,CSTuber.C,BB,0.167
CSTuber,C,CSTuber.C,BC,0.177
CSTuber,C,CSTuber.C,BC,0.186
CSTuber,C,CSTuber.C,BC,0.159
CSTuber,C,CSTuber.C,BC,0.185
CSTuber,C,CSTuber.C,BL,0.181
CSTuber,C,CSTuber.C,BL,0.177
CSTuber,C,CSTuber.C,BL,0.208
CSTuber,C,CSTuber.C,BL,0.174
CSTuber,C,CSTuber.C,BRR,0.153
CSTuber,C,CSTuber.C,BRR,0.156
CSTuber,C,CSTuber.C,BRR,0.065
CSTuber,C,CSTuber.C,BRR,0.072
CSTuber,C,CSTuber.C,GBLUP,0.127
CSTuber,C,CSTuber.C,GBLUP,0.252
CSTuber,C,CSTuber.C,GBLUP,0.193
CSTuber,C,CSTuber.C,GBLUP,0.179
CSTuber,C,CSTuber.C,EGBLUP,0.146
CSTuber,C,CSTuber.C,EGBLUP,0.193
CSTuber,C,CSTuber.C,EGBLUP,0.106
CSTuber,C,CSTuber.C,EGBLUP,0.079
CSTuber,C,CSTuber.C,RKHS,0.322
CSTuber,C,CSTuber.C,RKHS,0.197
CSTuber,C,CSTuber.C,RKHS,0.196
CSTuber,C,CSTuber.C,RKHS,0.205
CSTuber,C,CSTuber.C,Lasso,0.171
CSTuber,C,CSTuber.C,Lasso,0.186
CSTuber,C,CSTuber.C,Lasso,0.133
CSTuber,C,CSTuber.C,Lasso,NA
CSTuber,C,CSTuber.C,RR,0.18
CSTuber,C,CSTuber.C,RR,0.202
CSTuber,C,CSTuber.C,RR,0.241
CSTuber,C,CSTuber.C,RR,0.155
CSTuber,C,CSTuber.C,SVM,0.148
CSTuber,C,CSTuber.C,SVM,0.071
CSTuber,C,CSTuber.C,SVM,0.21
CSTuber,C,CSTuber.C,SVM,0.16
CSTuber,C,CSTuber.C,RF,0.116
CSTuber,C,CSTuber.C,RF,0.109
CSTuber,C,CSTuber.C,RF,0.214
CSTuber,C,CSTuber.C,RF,0.228
CSTuber,H,CSTuber.H,BA,0.493
CSTuber,H,CSTuber.H,BA,0.431
CSTuber,H,CSTuber.H,BA,0.347
CSTuber,H,CSTuber.H,BA,0.35
CSTuber,H,CSTuber.H,BB,0.327
CSTuber,H,CSTuber.H,BB,0.412
CSTuber,H,CSTuber.H,BB,0.306
CSTuber,H,CSTuber.H,BB,0.354
CSTuber,H,CSTuber.H,BC,0.328
CSTuber,H,CSTuber.H,BC,0.338
CSTuber,H,CSTuber.H,BC,0.401
CSTuber,H,CSTuber.H,BC,0.353
CSTuber,H,CSTuber.H,BL,0.403
CSTuber,H,CSTuber.H,BL,0.43
CSTuber,H,CSTuber.H,BL,0.398
CSTuber,H,CSTuber.H,BL,0.42
CSTuber,H,CSTuber.H,BRR,0.394
CSTuber,H,CSTuber.H,BRR,0.314
CSTuber,H,CSTuber.H,BRR,0.375
CSTuber,H,CSTuber.H,BRR,0.408
CSTuber,H,CSTuber.H,GBLUP,0.361
CSTuber,H,CSTuber.H,GBLUP,0.415
CSTuber,H,CSTuber.H,GBLUP,0.425
CSTuber,H,CSTuber.H,GBLUP,0.384
CSTuber,H,CSTuber.H,EGBLUP,0.441
CSTuber,H,CSTuber.H,EGBLUP,0.451
CSTuber,H,CSTuber.H,EGBLUP,0.363
CSTuber,H,CSTuber.H,EGBLUP,0.429
CSTuber,H,CSTuber.H,RKHS,0.33
CSTuber,H,CSTuber.H,RKHS,0.325
CSTuber,H,CSTuber.H,RKHS,0.436
CSTuber,H,CSTuber.H,RKHS,0.418
CSTuber,H,CSTuber.H,Lasso,0.297
CSTuber,H,CSTuber.H,Lasso,0.318
CSTuber,H,CSTuber.H,Lasso,0.374
CSTuber,H,CSTuber.H,Lasso,0.328
CSTuber,H,CSTuber.H,RR,0.402
CSTuber,H,CSTuber.H,RR,0.336
CSTuber,H,CSTuber.H,RR,0.381
CSTuber,H,CSTuber.H,RR,0.423
CSTuber,H,CSTuber.H,SVM,0.37
CSTuber,H,CSTuber.H,SVM,0.429
CSTuber,H,CSTuber.H,SVM,0.484
CSTuber,H,CSTuber.H,SVM,0.401
CSTuber,H,CSTuber.H,RF,0.431
CSTuber,H,CSTuber.H,RF,0.34
CSTuber,H,CSTuber.H,RF,0.367
CSTuber,H,CSTuber.H,RF,0.419
CSTuber,L,CSTuber.L,BA,0.343
CSTuber,L,CSTuber.L,BA,0.32
CSTuber,L,CSTuber.L,BA,0.35
CSTuber,L,CSTuber.L,BA,0.277
CSTuber,L,CSTuber.L,BB,0.167
CSTuber,L,CSTuber.L,BB,0.222
CSTuber,L,CSTuber.L,BB,0.28
CSTuber,L,CSTuber.L,BB,0.264
CSTuber,L,CSTuber.L,BC,0.263
CSTuber,L,CSTuber.L,BC,0.299
CSTuber,L,CSTuber.L,BC,0.343
CSTuber,L,CSTuber.L,BC,0.31
CSTuber,L,CSTuber.L,BL,0.305
CSTuber,L,CSTuber.L,BL,0.277
CSTuber,L,CSTuber.L,BL,0.189
CSTuber,L,CSTuber.L,BL,0.297
CSTuber,L,CSTuber.L,BRR,0.399
CSTuber,L,CSTuber.L,BRR,0.345
CSTuber,L,CSTuber.L,BRR,0.327
CSTuber,L,CSTuber.L,BRR,0.378
CSTuber,L,CSTuber.L,GBLUP,0.284
CSTuber,L,CSTuber.L,GBLUP,0.248
CSTuber,L,CSTuber.L,GBLUP,0.183
CSTuber,L,CSTuber.L,GBLUP,0.229
CSTuber,L,CSTuber.L,EGBLUP,0.242
CSTuber,L,CSTuber.L,EGBLUP,0.286
CSTuber,L,CSTuber.L,EGBLUP,0.342
CSTuber,L,CSTuber.L,EGBLUP,0.377
CSTuber,L,CSTuber.L,RKHS,0.211
CSTuber,L,CSTuber.L,RKHS,0.292
CSTuber,L,CSTuber.L,RKHS,0.245
CSTuber,L,CSTuber.L,RKHS,0.217
CSTuber,L,CSTuber.L,Lasso,0.245
CSTuber,L,CSTuber.L,Lasso,0.21
CSTuber,L,CSTuber.L,Lasso,0.257
CSTuber,L,CSTuber.L,Lasso,0.251
CSTuber,L,CSTuber.L,RR,0.313
CSTuber,L,CSTuber.L,RR,0.33
CSTuber,L,CSTuber.L,RR,0.266
CSTuber,L,CSTuber.L,RR,0.239
CSTuber,L,CSTuber.L,SVM,0.286
CSTuber,L,CSTuber.L,SVM,0.286
CSTuber,L,CSTuber.L,SVM,0.349
CSTuber,L,CSTuber.L,SVM,0.326
CSTuber,L,CSTuber.L,RF,0.285
CSTuber,L,CSTuber.L,RF,0.362
CSTuber,L,CSTuber.L,RF,0.34
CSTuber,L,CSTuber.L,RF,0.287
CTallo,C,CTallo.C,BA,0.713
CTallo,C,CTallo.C,BA,0.657
CTallo,C,CTallo.C,BA,0.655
