X5.05,X4.29,X4.81,X5.43,X2.93,X0.48,X6.22,X1.79,X2.17,X0.74,X0.84,X8.52
5.05,4.29,4.81,5.43,2.93,0.48,6.22,1.79,2.17,0.74,0.84,8.52
