,BA,BB
15060021,94.459,94.34
15060025,95.016,95.04
15060027,93.864,94.3
15060039,94.563,94.409
15060042,94.569,94.921
15060056,94.238,93.995
15060063,89.304,90.239
15060070,94.457,94.6
15060081,94.971,94.642
15060085,94.913,94.979
15060087,94.463,94.596
15060097,94.849,94.981
15060102,94.857,94.403
15060112,94.705,94.492
15060114,95.397,95.425
15060120,93.52,93.557
15060121,93.278,93.16
15060122,94.756,94.563
15060138,93.628,93.118
15060160,94.695,94.602
15060187,94.112,94.219
15060188,94.676,94.753
15060190,94.419,93.549
15060191,95.012,95.433
15060214,94.798,94.92
15060313,95.166,94.672
15060320,93.478,92.707
15060345,94.331,94.087
15060383,95.198,94.684
15060420,94.316,94.065
15060543,94.339,93.993
15060570,94.492,93.892
15060797,94.132,94.366
15060846,94.773,94.558
15060907,94.218,93.705
15060910,95.432,95.224
15060933,94.331,93.974
15060964,95.087,94.558
15061007,95.057,94.538
15061011,94.978,95.021
15061122,94.783,94.579
15061204,93.6,93.821
15061213,94.494,94.359
15061215,94.525,94.365
15061216,94.212,93.565
15061225,95.397,95.413
15061226,93.994,94.255
15061228,94.796,94.801
15061237,94.228,93.905
15061256,95.153,95.393
15061257,94.83,94.305
15061259,94.448,94.596
15061260,95,95.03
15061262,95.081,95.005
15061263,95.61,95.838
15061264,95.142,95.046
15061265,91.954,91.749
15061270,94.204,94.529
15061273,91.935,91.752
15061274,93.842,93.973
15061277,94.622,94.437
15061282,95.42,95.464
15061283,94.747,94.475
15061286,89.751,90.528
15061288,94.43,94.34
15061289,94.524,94.385
15061290,94.481,94.381
15061291,93.723,93.437
15061293,94.247,94.2
15061295,94.571,94.33
15061296,93.619,93.487
15061298,92.565,92.687
15061299,95.362,95.403
15061303,94.474,94.449
15061307,94.75,94.777
15061312,93.719,93.452
15061313,95.015,95.424
15061314,93.426,93.005
15061317,95.121,95.014
15061318,94.183,93.752
15061319,95.046,95.039
15061320,95.359,95.209
15061323,95.363,95.39
15061324,94.659,95.047
15061329,93.89,94.119
15061334,93.301,92.885
15061335,93.501,93.488
15061337,94.661,94.438
15061338,94.42,94.575
15061340,94.491,94.609
15061344,94.734,94.795
15061345,94.277,94.058
15061346,94.28,94.042
15061347,95.629,95.511
15061348,94.66,94.452
15061349,93.692,93.499
15061350,93.726,93.439
15061352,87.401,87.667
15061353,94.681,94.46
15061355,94.694,94.454
15061356,94.825,94.589
15061357,93.988,94.137
15061358,95.009,95.041
15061360,94.697,94.459
15061364,94.703,94.495
15061365,94.52,94.374
15061367,94.485,94.352
15061369,93.266,93.164
15061376,94.292,94.047
15061378,93.488,93.533
15061380,95.689,95.547
15061382,95.383,95.414
15061383,94.721,94.493
15061384,94.487,94.612
15061388,94.415,94.752
15061390,87.428,87.716
15061391,87.423,87.718
15061392,93.998,93.995
15061394,95.095,95.044
15061396,95.059,95.001
15061404,87.481,87.732
15061406,94.669,94.444
15061410,94.494,95.241
15061411,94.526,94.861
15061414,87.429,87.737
15061415,95.054,94.689
15061417,87.478,87.719
15061418,87.49,87.779
15061419,94.471,94.611
15061420,95.359,95.209
15061421,95.039,95.097
15061422,94.256,94.176
15061424,94.873,95.008
15061425,94.272,94.053
15061428,94.343,94.057
15061430,94.307,94.047
15061435,93.613,93.167
15061436,94.173,94.079
15061437,95.19,94.625
15061439,95.216,94.672
15061441,93.963,93.921
15061442,94.604,94.904
15061444,94.719,95.081
15061445,93.943,93.921
15061447,94.627,94.519
15061449,95.275,94.774
15061454,95.335,94.795
15061458,94.306,94.055
15061459,87.432,87.728
15061461,94.315,94.057
15061463,94.562,94.499
15061469,94.714,94.787
15061470,94.77,94.558
15061471,94.83,94.608
15061475,94.996,95.057
15061476,93.561,93.577
15061478,94.438,94.593
15061479,94.229,94.146
15061480,93.946,93.92
15061481,95.022,95.43
15061484,94.228,94.555
15061485,94.151,94.056
15061486,94.709,95.283
15061489,87.433,87.706
15061490,87.452,87.714
15061491,87.461,87.755
15061492,87.469,87.741
15061493,95.673,95.548
15061494,94.214,94.753
15061495,95.62,95.517
15061496,95.676,95.546
15061499,95.04,95.437
15061500,94.184,94.076
15061501,94.166,94.899
15061503,94.258,94.174
15061504,95.372,95.39
15061505,89.742,90.489
15061507,94.549,94.864
15061508,94.56,94.872
15061509,94.859,94.359
15061511,94.897,94.409
15061515,95.044,94.98
15061516,94.206,94.906
15061517,94.667,94.445
15061518,94.493,94.224
15061521,94.547,94.837
15061522,93.668,94.292
15061524,94.255,94.758
15061525,94.607,94.864
15061526,94.947,94.852
15061528,95.835,95.657
15061529,94.888,94.402
15061530,94.576,94.887
15061533,94.721,94.913
15061534,94.452,94.332
15061535,95.897,95.601
15061536,94.713,94.88
15061540,94.946,95.368
15061542,95.033,95.418
15061543,94.724,94.442
15061544,94.517,94.601
15061546,94.585,94.677
15061548,93.236,92.268
15061549,94.279,94.346
15061550,94.869,95.003
15061553,95.362,95.261
15061555,95.076,95.053
15061556,94.234,94.052
15061560,95.372,95.243
15061561,91.232,92.01
15061564,94.127,94.055
15061565,95.148,94.67
15061566,94.447,94.594
15061568,93.972,94.289
15061571,93.711,93.306
15061575,94.192,94.528
15061576,94.822,94.572
15061577,93.912,94.134
15061578,93.979,94.137
15061579,93.926,93.845
15061580,94.734,94.459
15061583,95.472,95.463
15061584,94.399,93.48
15061585,94.819,94.557
15061586,94.839,94.593
15061588,94.201,94.056
15061600,94.596,94.831
15061602,94.992,94.996
15061603,94.468,94.599
15061604,94.651,94.821
15061605,95.127,95.213
15061608,94.828,94.574
15061609,94.461,94.592
15061610,94.657,94.443
15061612,93.659,93.418
15061613,95.402,95.434
15061619,87.446,87.725
15061621,94.179,94.928
15061622,94.499,94.641
15061623,95.021,95.071
15061624,94.523,94.617
15061628,94.867,94.399
15061631,94.414,94.325
15061632,95.327,95.411
15061637,95.003,95.015
15061638,95.01,95.038
15061639,91.763,91.126
